year,syndicate,reporting_currency,reporting_unit,gross_written_premium,outward_reinsurance_premium,net_written_premium,net_earned_premium,other_technical_income,technical_investment_income,gross_claims_paid,gross_change_in_provision_for_claims,ri_share_claims_paid,ri_share_change_in_provision_for_claims,net_claims_incrred,operating_expenses,balance_on_technical_account,profit_loss_on_exchange,other_non_technical_income,result_before_tax,financial_investments,ri_assets,unearned_premium,other_assets,total_assets,provisions_for_unearned_premium,claims_outstanding,total_liabilities,other_liabilities,source
2020,5886,GBP,1000,238700.7,61059.8,177640.9,163431.7,0.0,530.6,-145650.8,-30213.3,40911.9,5716.8,-129235.5,-53640.0,-18913.2,-988.7,0.0,-19901.9,56302.2,50487.3,3832.9,127705.8,238328.2,-75428.6,-180512.0,-238328.2,,AR 2020
2020,609,GBP,1000,632719.8,72337.6000000001,560382.2,536441.8,0.0,22687.2,-245176.7,-59782.5,15799.8,18237.0,-270922.4,-232500.3,55706.3,2468.2,0.0,58174.5,561146.4,102022.0,21382.3,397420.0,1081970.7,-263555.9,-731704.4,-1081970.7,,AR 2020
2020,6103,GBP,1000,32024.2,228.600000000002,31795.6,30869.6,0.0,1393.5,-13837.3,-9808.2,0.0,0.0,-23645.6,-2848.3,5769.2,-13.0,0.0,5756.2,0.0,0.0,0.0,67368.5,67368.5,-3089.3,-15384.5,-67368.5,,AR 2020
2020,6117,GBP,1000000,81.9,0.0,81.9,70.7,0.0,0.0,-50.0,-15.4,0.0,0.0,-65.4,-14.8,-9.5,-0.8,0.0,-10.3,0.0,0.0,0.0,95.5,95.5,-37.1,-89.8,-95.5,,AR 2020
2020,6125,GBP,1000,18490.3,3390.7,15099.6,17597.8,0.0,67.5,-10915.9,950.5,2334.1,-2079.0,-9710.4,-6729.4,1225.5,57.6,0.0,1283.1,0.0,4054.8,933.3,53522.6,58510.7,-4107.3,-26420.0,-58510.7,,AR 2020
2020,6131,GBP,1000,8834.6,3192.3,5642.3,5390.4,0.0,23.3,-5880.2,-5252.9,461.8,5120.8,-5550.5,-4177.1,-4313.9,-110.3,0.0,-4424.2,0.0,5524.0,1681.5,4226.3,11431.8,-4407.7,-6694.6,-11431.8,,AR 2020
2020,6132,GBP,1000,40225.0,11282.7,28942.3,28153.9,0.0,743.9,-13853.2,-20287.9,4143.7,8052.5,-21944.8,-11009.9,-4056.9,-72.7,0.0,-4129.7,0.0,26071.0,4283.1,40256.5,70610.6,-19222.2,-58722.7,-70610.6,,AR 2020
2020,6134,GBP,1000,143846.3,0.0,143846.3,99362.1,0.0,8.3,-79.4,-71898.0,0.0,0.0,-71977.4,-39575.1,-12182.1,11.5,0.0,-12170.5,2630.0,0.0,0.0,163965.5,166595.5,-72814.7,-106650.2,-166595.5,,AR 2020
2020,727,GBP,1000,95271.2,913.199999999997,94358.0,87090.7,0.0,8827.6,-49948.6,-16179.2,123.3,597.3,-65407.3,-28702.1,1808.9,-383.2,0.0,1425.7,251519.9,1004.0,63.3,52925.3,305512.5,-45405.9,-268254.9,-305512.5,,AR 2020
2020,1084,USD,1000000,1487.9,400.0,1087.9,974.2,0.4,54.3,-667.5,-160.7,217.5,-20.1,-630.7,-390.8,7.40000000000003,-16.0,0.0,-8.7,1259.6,1199.0,204.2,1215.4,3878.2,-783.8,-2860.3,-3878.2,,AR 2020
2020,1183,USD,1000000,1057.2,227.8,829.4,808.2,0.0,34.0,-594.1,-182.1,145.2,29.2,-601.8,-287.1,-46.6999999999999,1.2,3.4,-42.1,1418.5,448.6,77.0,614.1,2558.2,-582.6,-1726.2,-2558.2,,AR 2020
2020,1274,USD,1000,570220.4,93524.8,476695.6,497362.8,0.0,35704.6,-380394.3,-48668.4,86354.7,-45889.5,-388597.5,-162145.0,-17675.1,831.5,0.0,-16843.5,632442.6,267624.1,43228.3,538198.5,1481493.5,-270638.2,-1080762.9,-1481493.5,,AR 2020
2020,1686,USD,1000,1256152.2,378241.8,877910.4,846247.8,0.0,19628.7,-445896.1,-414610.8,164624.5,104368.9,-591513.5,-374672.5,-100309.5,-3519.9,0.0,-103829.3,472874.6,400814.7,130604.6,770598.5,1774892.4,-599327.5,-1177581.7,-1774892.4,,AR 2020
2020,1919,USD,1000,416050.9,313273.6,102777.3,105440.8,0.0,9205.3,-284642.0,13552.8,199940.5,-8085.5,-79234.2,-25013.6,10398.3,3739.9,2055.3,16193.5,421954.4,505936.9,200290.2,378873.4,1507054.9,-280723.7,-793372.6,-1507054.9,,AR 2020
2020,1967,USD,1000,417437.6,248942.8,168494.8,184406.2,0.0,4053.6,-220419.5,-253381.5,89733.0,146076.3,-237991.7,-78248.8,-127780.7,-7040.8,0.0,-134821.4,181625.8,334688.7,118155.9,326178.6,960649.0,-223350.7,-545132.8,-960649.0,,AR 2020
2020,1969,USD,1000,548081.8,263853.7,284228.1,269829.1,0.0,8930.1,-254059.1,-60195.7,109706.0,33849.2,-170699.5,-97591.8,10467.9,-929.0,0.0,9538.9,417811.3,294068.7,136127.0,498064.2,1346071.2,-286706.0,-675157.0,-1346071.2,,AR 2020
2020,1971,USD,1000,100396.5,56669.3,43727.2,37546.5,0.0,963.8,-6594.9,-51942.2,3229.3,27173.3,-28134.5,-5259.8,5116.0,82.5,0.0,5198.5,0.0,43419.2,39887.3,77613.1,160919.6,-66404.2,-80619.4,-160919.6,,AR 2020
2020,2010,USD,1000,314535.8,92402.8,222133.0,207806.1,0.0,4922.7,-205796.8,-11532.8,46014.3,22341.3,-148974.1,-67821.1,-4066.39999999999,-603.0,-569.6,-5238.9,149614.0,230627.6,10156.4,215983.7,606381.7,-116944.8,-489485.5,-606381.7,,AR 2020
2020,2019,USD,1000000,723.5,0.0,723.5,369.4,0.0,0.6,-24.1,-277.9,0.0,0.0,-302.1,-134.5,-66.6,-0.4,0.0,-67.0,358.0,0.0,0.0,227.1,585.1,-355.6,-279.1,-585.1,,AR 2020
2020,2288,USD,1000,83935.8,34896.0,49039.8,17625.4,0.0,0.0,-13381.0,-76074.3,17.9,51270.6,-38166.8,-15895.6,-36437.0,30.2,0.0,-36406.8,3782.3,51929.3,5616.2,38119.6,99447.4,-37971.0,-76796.2,-99447.4,,AR 2020
2020,2357,USD,1000,517096.5,218632.7,298463.8,311273.9,0.0,1737.8,-429507.8,-75983.1,135212.6,47662.5,-322615.8,-26576.8,-36180.9,-800.4,0.0,-36981.2,315886.9,270277.4,36971.5,505769.7,1128905.5,-139302.4,-745531.4,-1128905.5,,AR 2020
2020,2623,USD,1000000,2685.5,460.0,2225.5,2075.2,0.0,100.3,-1399.6,-618.4,374.6,88.8,-1554.6,-728.1,-107.2,-2.2,0.0,-109.4,3269.8,1042.4,226.5,1758.6,6297.3,-1457.6,-4417.8,-6297.3,,AR 2020
2020,2689,USD,1000,150702.2,13911.8,136790.4,130215.3,0.0,1897.3,-58027.1,-34161.9,1402.9,-524.3,-91310.3,-54574.5,-13772.2,63.9,0.0,-13708.3,48613.4,4319.0,216.8,205171.5,258320.7,-53353.7,-175109.8,-258320.7,,AR 2020
2020,2987,USD,1000000,2327.3,903.6,1423.7,1403.0,0.0,51.6,-1300.9,-403.1,568.9,186.1,-949.0,-649.7,-144.1,4.9,-1.4,-140.6,2084.9,2194.8,379.0,1767.3,6426.0,-990.9,-4738.4,-6426.0,,AR 2020
2020,3010,USD,1000,169185.0,56926.4,112258.6,93216.0,0.0,486.5,-43249.6,-15814.7,11432.3,2630.9,-45001.1,-39608.5,9092.9,148.7,0.0,9241.6,35959.1,23417.5,31301.5,161806.1,252484.2,-105136.6,-88913.5,-252484.2,,AR 2020
2020,33,USD,1000,1976587.8,960199.0,1016388.8,1017965.8,0.0,43996.8,-1195605.4,-204059.2,641492.2,27696.3,-730476.1,-418931.3,-87444.7999999999,-314.1,0.0,-87758.9,1620800.8,2072622.2,354436.7,1277564.6,5325424.3,-882415.2,-3732655.9,-5325424.3,,AR 2020
2020,3623,USD,1000000,228.4,102.8,125.6,110.4,0.0,8.8,-85.4,-84.3,19.0,70.5,-80.2,-49.6,-10.6,1.6,0.0,-9.0,221.2,135.5,50.8,278.7,686.2,-99.7,-371.9,-686.2,,AR 2020
2020,3624,USD,1000,387815.9,29042.2,358773.7,392332.6,0.0,19734.8,-258922.9,-229086.4,49887.9,18886.3,-419235.0,-183451.5,-190619.1,-3753.6,0.0,-194372.9,707270.4,186850.3,10611.7,223872.6,1128605.0,-178495.4,-1074602.1,-1128605.0,,AR 2020
2020,4242,USD,1000,256774.0,97170.4,159603.6,147574.3,0.0,472.4,-183621.5,-194265.0,93698.0,119232.4,-164956.1,-74196.4,-91105.8,1029.8,0.0,-90076.1,36935.6,292878.0,13774.6,151517.7,495105.9,-94398.9,-431275.3,-495105.9,,AR 2020
2020,4472,USD,1000000,1746.8,632.8,1114.0,1146.9,0.0,120.6,-1258.3,-158.6,368.4,284.0,-764.5,-365.3,137.7,-7.0,70.3,201.0,3597.8,1625.2,288.8,1896.8,7408.6,-803.5,-4437.0,-7408.6,,AR 2020
2020,5623,USD,1000,86011.3,0.0,86011.3,60927.2,0.0,960.9,-6232.3,-41656.2,0.0,0.0,-47888.5,-15634.3,-1634.7,-396.0,0.0,-2030.7,0.0,0.0,0.0,99072.0,99072.0,-43758.1,-58915.4,-99072.0,,AR 2020
2020,6104,USD,1000,40840.7,1179.1,39661.6,41312.6,0.0,1028.2,-60560.0,65954.3,0.0,0.0,5394.3,-8621.7,39113.4,-2263.8,0.0,36849.6,0.0,0.0,0.0,126114.9,126114.9,-11568.2,-180694.8,-126114.9,,AR 2020
2020,6107,USD,1000,76195.6,11211.2,64984.4,61614.9,0.0,1570.1,-33178.9,3539.3,5343.6,-22312.6,-46608.5,-15382.9,1193.6,680.3,0.0,1873.8,0.0,24817.1,3415.2,120535.5,148767.8,-31595.1,-125085.2,-148767.8,,AR 2020
2020,6133,USD,1000,76087.6,29841.1,46246.5,41948.1,0.0,425.7,-40637.9,-2204.6,12839.3,-15292.6,-45295.8,-18578.8,-21500.8,201.9,0.0,-21298.9,0.0,14776.3,5903.7,33809.7,54489.7,-22211.3,-50191.2,-54489.7,,AR 2020
2020,623,USD,1000000,589.4,100.9,488.5,455.5,0.0,18.3,-307.9,-134.7,82.5,19.1,-341.0,-161.4,-28.6,0.0,0.2,-28.5,702.0,229.8,49.7,375.5,1357.0,-320.0,-973.2,-1357.0,,AR 2020
2021,1176,GBP,1000,26309.6,606.099999999999,25703.5,26694.7,0.0,-400.4,-61.0,881.6,0.0,117.6,938.2,-7813.8,19418.7,-502.7,0.0,18916.0,38726.0,332.9,205.9,44359.7,83624.5,-15652.0,-37581.8,-83624.5,,AR 2021
2021,1200,GBP,1000000,599.9,156.5,443.4,418.7,0.0,-8.0,-176.5,-157.0,20.7,85.9,-226.8,-168.5,15.4,5.0,0.0,20.3,288.7,185.5,67.0,506.8,1048.0,-285.4,-649.0,-1048.0,,AR 2021
2021,1218,GBP,1000,257684.5,42789.9,214894.6,193433.0,0.0,4093.8,-71395.5,-38194.9,19481.3,-7298.5,-97407.6,-76679.4,23439.8,227.6,25579.3,49246.7,583744.4,213392.3,26889.0,293507.8,1117533.5,-125457.4,-661020.6,-1117533.5,,AR 2021
2021,1221,GBP,1000,320921.7,42350.2,278571.5,255241.0,16.1,-453.7,-145413.7,-36878.0,40319.9,-18620.4,-160592.2,-83137.5,11073.7,-516.1,-2093.6,8464.0,534769.4,201101.1,24735.5,295498.8,1056104.8,-175642.5,-740161.6,-1056104.8,,AR 2021
2021,1225,GBP,1000000,773.7,151.7,622.0,565.2,13.2,-2.4,-302.1,-91.6,98.1,38.1,-257.6,-229.7,88.7000000000001,-3.3,0.0,85.4,650.8,315.2,82.6,510.8,1559.4,-442.3,-932.2,-1559.4,,AR 2021
2021,1414,GBP,1000,1043752.9,319404.0,724348.9,601148.7,0.0,-7816.5,-343433.7,-225524.6,143556.0,91185.5,-334216.8,-204607.6,54507.8,1608.7,-438.0,55678.5,703195.5,335463.8,101872.5,580359.2,1720891.0,-450477.9,-955352.9,-1720891.0,,AR 2021
2021,1492,GBP,1000,168526.2,27242.0,141284.2,125751.7,0.0,-683.4,-33433.7,-29014.9,3182.9,9303.3,-49962.5,-48622.0,26483.8,-385.4,0.0,26098.5,170018.0,54830.7,13166.9,108104.6,346120.2,-84351.5,-192604.1,-346120.2,,AR 2021
2021,1729,GBP,1000,184680.5,46170.9,138509.6,133084.8,0.0,-388.0,-111607.2,-33529.9,47179.7,14451.3,-83506.0,-44313.3,4877.49999999999,165.5,0.0,5043.1,102466.7,58498.4,17496.8,122724.0,301185.9,-77840.7,-193831.5,-301185.9,,AR 2021
2021,1796,GBP,1000,453.0,81.7,371.3,371.3,0.0,-0.9,0.0,-26.4,0.0,19.0,-7.4,-401.3,-38.3,-0.7,0.0,-39.0,54.3,19.4,0.0,253.5,327.2,0.0,-26.9,-327.2,,AR 2021
2021,1840,GBP,1000,3877.9,2082.5,1795.4,932.9,0.0,0.2,-1816.8,-309.2,1417.2,177.2,-531.5,-1404.8,-1003.2,7.4,0.0,-995.9,72.3,212.0,1012.3,13984.8,15281.4,-1967.6,-277.7,-15281.4,,AR 2021
2021,1856,GBP,1000,189990.7,23861.0,166129.7,123476.2,0.0,54.9,-89793.6,-23574.7,9508.5,18775.1,-85084.7,-49036.1,-10589.7,1841.4,0.0,-8748.2,72522.8,63837.5,9816.9,107384.7,253561.9,-89149.3,-166392.9,-253561.9,,AR 2021
2021,1880,GBP,1000,314525.4,121401.2,193124.2,193974.1,0.0,-830.8,-130408.7,14097.4,10363.5,34665.5,-71282.3,-87863.7,33997.3,53.7,640.9,34691.9,174548.0,64701.5,41640.0,469093.4,749982.9,-150674.5,-375528.4,-749982.9,,AR 2021
2021,1884,GBP,1000,9970.2,3038.5,6931.7,51901.5,0.0,-2750.9,-269764.8,266905.9,81142.6,-66666.2,11617.5,-40154.3,20613.8,2763.2,0.0,23377.0,319701.3,239486.8,0.9,158694.6,717883.6,-37802.4,-642193.7,-717883.6,,AR 2021
2021,1892,GBP,1000,14821.7,0.0,14821.7,14872.7,0.0,0.0,-4180.7,287.7,0.0,0.0,-3893.0,-3531.2,7448.5,0.0,0.0,7448.5,0.0,0.0,0.0,32911.6,32911.6,-274.3,-15136.2,-32911.6,,AR 2021
2021,1910,GBP,1000000,380.2,175.7,204.5,171.2,0.0,-0.4,-193.8,-94.2,95.2,52.7,-140.0,-43.3,-12.5,1.6,0.0,-10.9,98.9,282.1,73.8,588.9,1043.7,-170.3,-458.0,-1043.7,,AR 2021
2021,1945,GBP,1000,110801.6,10880.7,99920.9,96951.8,0.0,-128.9,-64027.8,2252.9,11573.8,-7329.1,-57530.3,-32440.4,6852.2,-88.9,-4.4,6758.8,130108.3,14917.8,3499.8,90864.3,239390.2,-57243.6,-167230.4,-239390.2,,AR 2021
2021,1947,GBP,1000,121115.3,23653.4,97461.9,76256.8,0.0,-164.7,-47243.4,-27884.5,11395.6,-2920.7,-66653.1,-21970.4,-12531.4,-131.6,0.0,-12663.1,33309.6,15400.8,1546.5,92904.9,143161.8,-48678.5,-116515.3,-143161.8,,AR 2021
2021,1955,GBP,1000,341607.2,134526.4,207080.8,189248.0,0.0,-1640.1,-76777.6,-134762.2,42786.7,42500.9,-126252.1,-69609.4,-8253.60000000001,-254.0,0.0,-8507.7,233843.3,196893.5,44615.2,165362.8,640714.8,-136998.2,-418211.1,-640714.8,,AR 2021
2021,1975,GBP,1000,51747.3,30095.4,21651.9,21500.0,0.0,-352.9,-34068.1,2401.7,0.0,27884.5,-3781.9,-17344.7,20.4999999999964,-205.0,0.0,-184.5,47174.3,32324.4,1243.7,35540.1,116282.5,-22551.7,-79920.7,-116282.5,,AR 2021
2021,1994,GBP,1000,100432.5,1041.3,99391.2,97728.1,0.0,-106.9,-37311.4,-131761.1,14341.0,44973.3,-109758.2,-4668.7,-16805.7,691.5,0.0,-16114.2,54216.2,45182.1,525.7,21272.0,121196.0,-2197.7,-131851.3,-121196.0,,AR 2021
2021,2001,GBP,1000000,1339.7,387.3,952.4,962.3,0.0,4.2,-1199.5,292.3,362.6,-26.1,-570.7,-411.5,-15.7,-8.4,31.9,7.9,1968.1,960.6,122.5,1602.7,4653.9,-767.1,-3048.8,-4653.9,,AR 2021
2021,2003,GBP,1000,1363442.7,442860.1,920582.6,1053441.8,0.0,62802.6,-1102129.5,590916.0,718510.6,-620441.2,-413144.0,-372993.4,330107.0,33391.0,-13193.1,350304.8,2821659.2,2240602.8,258830.1,1709196.6,7030288.7,-693060.8,-4317154.7,-7030288.7,,AR 2021
2021,2008,GBP,1000,418398.0,568.200000000012,417829.8,429068.6,0.0,8185.0,-275405.2,-108543.6,130900.4,-128859.1,-381907.4,-15822.7,39523.5,23.0,-5332.3,34214.2,1184838.1,647355.6,14646.2,127261.2,1974101.1,-26713.4,-1399082.0,-1974101.1,,AR 2021
2021,2012,GBP,1000,317104.5,78494.7,238609.8,216195.1,0.0,2332.3,-100637.7,-50750.0,30356.6,14163.9,-106867.2,-87438.6,24221.6,3026.4,-3637.2,23610.7,204544.8,122667.3,39703.6,252365.9,619281.6,-140687.4,-399301.4,-619281.6,,AR 2021
2021,2015,GBP,1000,265739.2,54270.2,211469.0,187626.2,0.0,-242.5,-92450.3,-39041.9,2891.1,41050.0,-87551.2,-85993.1,13839.4,240.9,0.0,14080.2,109891.3,68049.6,45262.5,212076.6,435280.0,-216074.9,-184872.1,-435280.0,,AR 2021
2021,2121,GBP,1000,654917.4,251486.6,403430.8,366749.4,0.0,288.4,-243523.2,-102486.9,97857.2,37459.7,-210693.1,-147097.7,9247.00000000003,582.9,0.0,9829.8,400367.3,319352.7,95230.6,526213.4,1341164.0,-310177.7,-731072.0,-1341164.0,,AR 2021
2021,218,GBP,1000,319212.2,39238.5,279973.7,282396.1,0.0,2237.4,-207613.6,-42685.6,21438.8,43183.4,-185677.0,-94445.9,4510.60000000001,-209.5,0.0,4301.2,266402.9,374199.6,19454.5,183183.5,843240.5,-158096.3,-605647.1,-843240.5,,AR 2021
2021,2232,GBP,1000,252288.1,103945.8,148342.3,138343.4,0.0,-420.4,-104645.6,-28274.2,35309.9,19882.6,-77727.3,-44487.6,15708.1,286.5,0.0,15994.7,191115.1,182581.0,67731.6,270077.9,711505.6,-144508.2,-424046.3,-711505.6,,AR 2021
2021,2488,GBP,1000,561297.1,95425.6,465871.5,445914.2,0.0,-10156.7,-295474.6,-16350.6,85672.5,-24781.1,-250933.8,-145036.3,39787.4,-8219.8,26911.2,58478.8,1460393.4,285625.8,56329.3,388627.4,2190975.9,-270920.5,-1066638.6,-2190975.9,,AR 2021
2021,2525,GBP,1000,113386.1,23043.8,90342.3,79480.4,0.0,119.0,-28347.0,-22636.2,9238.2,3206.4,-38538.6,-30219.0,10841.8,557.6,0.0,11399.4,153676.1,67112.7,11991.2,72841.8,305621.8,-60641.9,-224363.5,-305621.8,,AR 2021
2021,2786,GBP,1000,190429.3,29686.7,160742.6,159135.6,0.0,179.5,-56587.7,-45763.7,13365.3,-1828.2,-90814.3,-62067.0,6433.8,-1093.9,0.0,5339.9,74400.9,58449.2,6449.7,320348.7,459648.5,-76553.6,-329385.7,-459648.5,,AR 2021
2021,2791,GBP,1000,366510.2,103616.4,262893.8,248775.3,0.0,-1723.7,-220093.3,-55742.3,106325.5,19272.4,-150237.8,-81224.8,15589.0,-201.4,0.0,15387.7,370122.6,70183.6,21681.9,216176.7,678164.8,-111076.0,-414649.6,-678164.8,,AR 2021
2021,2988,GBP,1000000,194.7,20.8,173.9,160.2,0.0,-1.1,-63.7,-64.1,2.8,0.6,-124.4,-48.4,-13.7,0.4,0.0,-13.4,149.7,9.3,3.6,108.1,270.7,-85.7,-226.7,-270.7,,AR 2021
2021,2999,GBP,1000000,1483.3,291.3,1192.0,1109.7,0.0,3.9,-811.3,-120.8,398.4,-163.5,-697.2,-374.2,42.2000000000001,-24.7,0.0,17.5,1532.0,727.5,61.8,1302.7,3624.0,-822.3,-2590.2,-3624.0,,AR 2021
2021,3000,GBP,1000,482648.0,76550.2,406097.8,409009.4,0.0,-9607.9,-355632.2,32208.4,51645.7,48722.9,-223055.1,-165965.7,10380.7,115.3,0.0,10495.9,860108.6,184402.3,16040.1,343876.5,1404427.5,-180456.0,-1146474.2,-1404427.5,,AR 2021
2021,3002,GBP,1000,25973.4,474.700000000001,25498.7,25451.1,0.0,31.6,-13558.9,6677.9,3888.2,-4689.8,-7682.7,-8370.5,9429.5,182.9,0.0,9612.5,789.2,6507.0,305.8,50882.6,58484.6,-12048.8,-26213.9,-58484.6,,AR 2021
2021,318,GBP,1000,179205.6,32592.2,146613.4,139970.9,0.0,-130.2,-98924.3,-3122.4,6981.4,24771.5,-70293.8,-46380.6,23166.3,-175.1,0.0,22991.3,157743.0,40789.4,7400.3,86731.2,292663.9,-79401.7,-200588.3,-292663.9,,AR 2021
2021,3268,GBP,1000,142806.9,25999.2,116807.7,111684.9,0.0,122.0,-79255.9,-27155.6,21033.5,7931.3,-77446.7,-34726.4,-366.200000000004,1184.6,0.0,818.4,78416.6,46668.8,3930.2,70236.3,199251.9,-64304.7,-144098.1,-199251.9,,AR 2021
2021,3500,GBP,1000,1678234.1,16844.1000000001,1661390.0,1548048.1,12853.3,3220.9,-380236.7,-1363887.5,112490.6,91484.8,-1540148.7,-16227.2,7746.40000000009,-3368.1,0.0,4378.2,993957.6,411780.4,9728.5,765650.3,2181116.8,-121634.8,-1930855.2,-2181116.8,,AR 2021
2021,3622,GBP,1000,22061.0,5810.1,16250.9,15568.0,0.0,-9.9,-13876.0,4410.8,2524.3,881.1,-6059.8,-5985.8,3512.5,102.7,0.0,3615.1,2603.2,1943.3,3068.7,32437.2,40052.4,-12240.3,-14774.0,-40052.4,,AR 2021
2021,382,GBP,1000,254399.6,42643.8,211755.8,210151.9,0.0,-879.7,-167586.8,-10.3,41185.8,-3423.0,-129834.3,-68047.5,11390.4,-1886.2,86.1,9590.3,332009.9,98689.3,18461.3,232465.2,681625.7,-131461.9,-498625.8,-681625.7,,AR 2021
2021,386,GBP,1000000,412.3,31.3,381.0,356.8,0.0,-3.1,-202.4,-38.6,73.1,-45.4,-213.4,-108.8,31.5,1.4,0.0,32.8,888.7,276.7,14.1,443.5,1623.0,-214.1,-1269.6,-1623.0,,AR 2021
2021,3902,GBP,1000,134294.4,27346.9,106947.5,94155.4,0.0,1466.8,-39609.0,-7014.2,21496.2,-8503.1,-33630.2,-43127.5,18864.5,-569.9,0.0,18294.6,58296.5,34654.7,8855.0,104008.1,205814.3,-70669.2,-97540.6,-205814.3,,AR 2021
2021,4000,GBP,1000,414048.5,148947.3,265101.2,236303.0,0.0,-897.2,-95005.3,-159052.0,30054.0,85686.5,-138316.8,-89737.7,7351.3,-969.4,0.0,6381.9,175566.3,150132.4,65414.2,310163.6,701276.5,-194646.5,-374414.1,-701276.5,,AR 2021
2021,4020,GBP,1000,373976.0,66599.4,307376.6,297687.5,0.0,6473.7,-128940.7,-54772.0,14305.3,32597.6,-136809.8,-119265.2,48086.2,1097.1,0.0,49183.2,489152.7,73858.7,28454.5,203298.3,794764.2,-198558.4,-476834.6,-794764.2,,AR 2021
2021,4141,GBP,1000,171477.5,30905.5,140572.0,129512.9,0.0,-193.0,-78791.2,-33703.0,28366.3,20906.4,-63221.4,-61229.3,4869.2,-74.1,0.0,4795.0,185911.1,132049.2,12714.2,82038.6,412713.1,-74348.3,-248467.9,-412713.1,,AR 2021
2021,435,GBP,1000,449638.6,37967.1,411671.5,380356.8,0.0,-18.8,-214206.3,-8410.7,18822.1,-15991.4,-219786.3,-109230.1,51321.6,-274.3,0.0,51047.4,965581.3,238140.6,5738.4,214367.5,1423827.8,-188131.9,-1217437.1,-1423827.8,,AR 2021
2021,4444,GBP,1000,1413850.6,771520.0,642330.6,545809.5,0.0,8152.4,-577166.6,-149483.9,70561.9,529042.7,-127045.8,-392538.5,34377.6,-577.3,0.0,33800.3,1196931.2,1018664.9,192435.1,1193104.0,3601135.2,-854521.2,-1980609.9,-3601135.2,,AR 2021
2021,4472,GBP,1000000,1423.8,441.3,982.5,867.3,0.0,-3.5,-759.2,-56.1,336.8,38.1,-440.4,-334.9,88.5,0.6,0.6,89.7,2695.0,1232.2,159.4,1175.5,5262.1,-651.3,-3291.5,-5262.1,,AR 2021
2021,457,GBP,1000,896699.2,170944.9,725754.3,615720.2,194.0,-3437.5,-335628.5,-53389.4,109696.9,847.9,-278473.0,-237124.9,96878.8,-4921.5,-3093.9,88863.5,887071.0,279145.3,49653.5,652231.2,1868101.0,-490205.3,-925386.4,-1868101.0,,AR 2021
2021,4711,GBP,1000,494152.1,273992.9,220159.2,198968.4,0.0,-6732.8,-236356.3,-118221.9,109614.9,84123.1,-160840.3,-72658.2,-41262.9,6954.0,0.0,-34308.8,305192.9,643230.7,167148.8,578790.1,1694362.5,-309841.8,-1041014.2,-1694362.5,,AR 2021
2021,4747,GBP,1000,20789.3,7524.0,13265.3,6179.2,0.0,3.7,-845.7,-5732.0,201.4,2625.5,-3750.9,-6557.5,-4125.5,-444.0,0.0,-4569.5,1650.2,2608.7,5004.5,14559.5,23822.9,-12286.2,-5717.4,-23822.9,,AR 2021
2021,5000,GBP,1000,337256.7,45689.7,291567.0,266058.9,0.0,5614.1,-156825.6,1101.2,13452.1,2104.9,-140167.5,-106331.9,25173.6,1961.1,2981.9,30116.7,607606.9,83367.3,20345.5,183183.7,894503.4,-184088.9,-526191.6,-894503.4,,AR 2021
2021,510,GBP,1000,1365131.3,448930.1,916201.2,903615.7,0.0,-4189.8,-698939.1,8011.8,233437.1,38284.9,-419205.3,-383742.8,96477.7999999999,-14340.1,161.4,82299.1,966997.5,600292.5,172725.6,1182491.5,2922507.1,-640089.9,-1787920.2,-2922507.1,,AR 2021
2021,557,GBP,1000,25421.6,7738.3,17683.3,18417.8,0.0,-80.0,-12170.7,-7669.0,358.2,3460.8,-16020.7,-2908.6,-591.500000000001,-162.6,0.0,-754.1,19655.7,3667.3,1129.8,19776.1,44228.9,-3328.8,-44694.3,-44228.9,,AR 2021
2021,5886,GBP,1000,285549.5,70910.8,214638.7,194618.8,0.0,189.6,-122817.9,-73695.2,24774.3,21127.1,-150611.6,-61499.7,-17302.9,2001.7,0.0,-15301.2,78220.7,72084.8,8081.9,185469.7,343857.1,-100064.9,-253397.5,-343857.1,,AR 2021
2021,609,GBP,1000,711223.6,80730.7999999999,630492.8,590308.9,0.0,-1151.6,-230840.1,-54404.0,29548.2,-12365.5,-268061.4,-251515.8,69580.1,-1997.2,0.0,67582.8,653934.0,89840.6,23121.8,456024.5,1222920.9,-306523.1,-789783.3,-1222920.9,,AR 2021
2021,6103,GBP,1000,40796.7,445.799999999996,40350.9,39774.9,0.0,-220.8,-40834.0,-15402.5,0.0,0.0,-56236.5,-1271.6,-17954.0,5.9,0.0,-17948.1,0.0,0.0,0.0,93498.3,93498.3,-3723.8,-28975.3,-93498.3,,AR 2021
2021,6117,GBP,1000000,84.0,0.0,84.0,79.9,0.0,0.0,-56.9,-12.9,0.0,0.0,-69.8,-13.0,-2.89999999999999,-1.0,0.0,-4.0,0.0,0.0,0.0,111.3,111.3,-35.9,-102.3,-111.3,,AR 2021
2021,6131,GBP,1000,13944.9,2115.3,11829.6,9235.2,0.0,3.6,-6515.2,-367.1,3951.3,-2728.0,-5659.0,-5101.2,-1521.4,259.7,0.0,-1261.8,0.0,2840.3,1268.4,12225.1,16333.8,-6640.3,-7049.4,-16333.8,,AR 2021
2021,6132,GBP,1000,52015.3,13940.4,38074.9,35616.6,0.0,-81.3,-11885.4,-21315.3,5580.3,4095.3,-23525.2,-12904.5,-894.400000000005,274.4,0.0,-619.9,0.0,23802.3,3910.8,56922.6,84635.7,-20723.8,-65471.4,-84635.7,,AR 2021
