year,syndicate,managing_agent,syndicate_cob,harmonised_lob,aggregate_lob,gross_written_premium,gross_earned_premium,gross_incurred,operating_expenses,gross_uw_result,net_uw_result,unit,currency,gross_loss_ratio,gross_expense_ratio,gross_combined_ratio,net_uw_margin
2022,1955,Arch,Third party liability,Third party liability,Casualty,153296.0,133688.0,-70757.0,-32101.0,30830.0,20976.0,1000,GBP,52.93,24.01,76.94,15.69
2022,1975,Coverys,Third party liability,Third party liability,Casualty,29419.0,28632.0,-16015.0,-2606.0,10011.0,-2302.0,1000,GBP,55.93,9.1,65.03,-8.04
2022,2001,MS Amlin,Third party liability,Third party liability,Casualty,113800.0,110100.0,29200.0,-28000.0,111300.0,-14500.0,1000,GBP,26.52,25.43,51.95,-13.17
2022,2003,AXA XL,Third party liability,Third party liability,Casualty,179621.0,167182.0,-127237.0,-41304.0,-1359.0,-8753.0,1000,GBP,76.11,24.71,100.82,-5.24
2022,2008,Enstar,Third party liability,Third party liability,Casualty,62.0,1661.0,-10812.0,-6550.0,-15701.0,-8262.0,1000,GBP,650.93,394.34,1045.27,-497.41
2022,2012,Arch,Third party liability,Third party liability,Casualty,127186.0,109770.0,-61151.0,-36882.0,11737.0,12472.0,1000,GBP,55.71,33.6,89.31,11.36
2022,2015,SCOR,Third party liability,Third party liability,Casualty,43207.0,41456.0,-25224.0,-12598.0,3634.0,-351.0,1000,GBP,60.85,30.39,91.24,-0.85
2022,2121,Argenta,Third party liability,Third party liability,Casualty,243612.0,246336.0,-173602.0,-93647.0,-20913.0,-13607.0,1000,GBP,70.47,38.02,108.49,-5.52
2022,2232,AWAC,Third party liability,Third party liability,Casualty,170801.0,144265.0,-66852.0,-43723.0,33690.0,13373.0,1000,GBP,46.34,30.31,76.65,9.27
2022,2488,Chubb,Third party liability,Third party liability,Casualty,184221.0,178757.0,-190922.0,-54805.0,-66970.0,-14695.0,1000,GBP,106.81,30.66,137.47,-8.22
2022,2525,Asta Ive,Third party liability,Third party liability,Casualty,106079.0,102076.0,-55361.0,-31424.0,15291.0,14731.0,1000,GBP,54.24,30.78,85.02,14.43
2022,2786,Asta Everest,Third party liability,Third party liability,Casualty,119858.0,112808.0,-59193.0,-43634.0,9981.0,-11131.0,1000,GBP,52.47,38.68,91.15,-9.87
2022,2791,MAP,Third party liability,Third party liability,Casualty,30826.0,26173.0,-15198.0,-5382.0,5593.0,5504.0,1000,GBP,58.07,20.56,78.63,21.03
2022,2988,BRIT,Third party liability,Third party liability,Casualty,59400.0,51000.0,-31600.0,-14700.0,4700.0,1600.0,1000,GBP,61.96,28.82,90.78,3.14
2022,2999,QBE,Third party liability,Third party liability,Casualty,545200.0,459700.0,-319200.0,-140200.0,300.000000000011,56600.0,1000,GBP,69.44,30.5,99.94,12.31
2022,3000,Markel,Third party liability,Third party liability,Casualty,277369.0,258679.0,-186474.0,-75955.0,-3750.0,7512.0,1000,GBP,72.09,29.36,101.45,2.9
2022,382,CNA Hardy,Third party liability,Third party liability,Casualty,100503.0,83572.0,-53023.0,-21927.0,8622.0,11650.0,1000,GBP,63.45,26.24,89.69,13.94
2022,386,QBE,Third party liability,Third party liability,Casualty,353600.0,334200.0,-200300.0,-93300.0,40600.0,27900.0,1000,GBP,59.93,27.92,87.85,8.35
2022,3902,Ark,Third party liability,Third party liability,Casualty,280.0,211.0,-426.0,-117.0,-332.0,-350.0,1000,GBP,201.9,55.45,257.35,-165.88
2022,4000,Hamilton,Third party liability,Third party liability,Casualty,216232.0,181959.0,-93162.0,-49089.0,39708.0,32966.0,1000,GBP,51.2,26.98,78.18,18.12
2022,4020,Ark,Third party liability,Third party liability,Casualty,11953.0,12242.0,-9515.0,-3991.0,-1264.0,1463.0,1000,GBP,77.72,32.6,110.32,11.95
2022,4141,TM HCC,Third party liability,Third party liability,Casualty,46084.0,47255.0,-23101.0,-18458.0,5696.0,1422.0,1000,GBP,48.89,39.06,87.95,3.01
2022,435,Faraday,Third party liability,Third party liability,Casualty,77151.0,72932.0,-42451.0,-21274.0,9207.0,6859.0,1000,GBP,58.21,29.17,87.38,9.4
2022,4444,Canopius,Third party liability,Third party liability,Casualty,328761.0,353072.0,-163282.0,-114841.0,74949.0,47101.0,1000,GBP,46.25,32.53,78.78,13.34
2022,4472,Liberty,Third party liability,Third party liability,Casualty,267500.0,259900.0,-172300.0,-61000.0,26600.0,-400.000000000034,1000,GBP,66.29,23.47,89.76,-0.15
2022,457,Munich Re,Third party liability,Third party liability,Casualty,189795.0,187461.0,-81583.0,-55509.0,50369.0,46903.0,1000,GBP,43.52,29.61,73.13,25.02
2022,4711,Aspen,Third party liability,Third party liability,Casualty,345711.0,315470.0,-186463.0,-92731.0,36276.0,37053.0,1000,GBP,59.11,29.39,88.5,11.75
2022,4747,Asta Carbon,Third party liability,Third party liability,Casualty,19923.0,15412.0,-7440.0,-9617.0,-1645.0,-4806.0,1000,GBP,48.27,62.4,110.67,-31.18
2022,5000,Travelers,Third party liability,Third party liability,Casualty,62663.0,40322.0,-30641.0,-14261.0,-4580.0,7340.0,1000,GBP,75.99,35.37,111.36,18.2
2022,510,TMK,Third party liability,Third party liability,Casualty,279206.0,249060.0,-111914.0,-101830.0,35316.0,21241.0,1000,GBP,44.93,40.89,85.82,8.53
2022,5886,Blenheim,Third party liability,Third party liability,Casualty,24.0,67.0,-49.0,-24.0,-6.0,-12.0,1000,GBP,73.13,35.82,108.95,-17.91
2022,609,Atrium,Third party liability,Third party liability,Casualty,216143.0,213528.0,-112440.0,-78400.0,22688.0,18822.0,1000,GBP,52.66,36.72,89.38,8.81
2022,727,Meacock,Third party liability,Third party liability,Casualty,25669.0,24817.0,-12674.0,-8788.0,3355.0,3358.0,1000,GBP,51.07,35.41,86.48,13.53
2022,1221,Hartford,Transport,MAT,MAT,34971.0,32527.0,-16062.0,-14232.0,2233.0,1122.0,1000,GBP,49.38,43.75,93.13,3.45
2022,1414,Ascot,Transport,MAT,MAT,126379.0,112221.0,-44892.0,-32752.0,34577.0,26189.0,1000,GBP,40.0,29.19,69.19,23.34
2022,1856,IQUW,Transport,MAT,MAT,17292.0,11904.0,-7977.0,-2985.0,942.0,316.0,1000,GBP,67.01,25.08,92.09,2.65
2022,1955,Arch,Transport,MAT,MAT,1368.0,1000.0,-757.0,-324.0,-81.0,-107.0,1000,GBP,75.7,32.4,108.1,-10.7
2022,2015,SCOR,Transport,MAT,MAT,237.0,221.0,-136.0,-49.0,36.0,16.0,1000,GBP,61.54,22.17,83.71,7.24
2022,2786,Asta Everest,Transport,MAT,MAT,344.0,335.0,-12.0,-158.0,165.0,115.0,1000,GBP,3.58,47.16,50.74,34.33
2022,5886,Blenheim,Transport,MAT,MAT,2652.0,2503.0,-943.0,-820.0,740.0,365.0,1000,GBP,37.67,32.76,70.43,14.58
2022,1084,Chaucer,Accident and health,Accident and health,Casualty,7983.87096774194,6532.25806451613,-5725.8064516129,-3709.67741935484,-2903.22580645161,-1612.90322580645,1000,GBP,87.65,56.79,144.44,-24.69
2022,1183,Talbot,Accident and health,Accident and health,Casualty,5725.8064516129,5725.8064516129,-2258.06451612903,-3064.51612903226,403.225806451613,403.225806451613,1000,GBP,39.44,53.52,92.96,7.04
2022,1301,Inigo,Accident and health,Accident and health,Casualty,353.225806451613,1705.64516129032,3348.38709677419,276.612903225806,5330.64516129032,5008.87096774194,1000,GBP,196.31,16.22,212.53,293.66
2022,1618,BRIT KI,Accident and health,Accident and health,Casualty,3790.32258064516,3306.45161290322,-1612.90322580645,-1129.03225806452,564.516129032258,-1.79068229778251e-13,1000,GBP,48.78,34.15,82.93,-0.0
2022,1686,Axis,Accident and health,Accident and health,Casualty,49278.2258064516,47779.0322580645,-25804.0322580645,-17891.1290322581,4083.87096774194,2608.87096774194,1000,GBP,54.01,37.45,91.46,5.46
2022,1919,Starr,Accident and health,Accident and health,Casualty,23276.6129032258,19998.3870967742,-12280.6451612903,-4073.38709677419,3644.35483870968,-367.741935483871,1000,GBP,61.41,20.37,81.78,-1.84
2022,1967,WR Berkley,Accident and health,Accident and health,Casualty,-0.806451612903226,4.03225806451613,935.483870967742,-129.032258064516,810.483870967742,403.225806451613,1000,GBP,23200.0,3200.0,26400.0,10000.0
2022,2010,Lancashire Re,Accident and health,Accident and health,Casualty,6951.61290322581,7302.41935483871,-1806.45161290323,-3385.48387096774,2110.48387096774,1933.87096774194,1000,GBP,24.74,46.36,71.1,26.48
2022,2987,BRIT,Accident and health,Accident and health,Casualty,39596.7741935484,36612.9032258065,-14354.8387096774,-14274.1935483871,7983.87096774193,3064.51612903226,1000,GBP,39.21,38.99,78.2,8.37
2022,3010,Lancashire Re,Accident and health,Accident and health,Casualty,9727.41935483871,9898.38709677419,-3291.12903225806,-3099.1935483871,3508.06451612903,3383.06451612903,1000,GBP,33.25,31.31,64.56,34.18
2022,33,Hiscox,Accident and health,Accident and health,Casualty,22977.4193548387,22983.8709677419,-1274.1935483871,-8906.45161290323,12803.2258064516,8593.54838709677,1000,GBP,5.54,38.75,44.29,37.39
2022,3500,RiverStone,Accident and health,Accident and health,Casualty,46823.3870967742,48366.935483871,-67330.6451612903,-832.258064516129,-19795.9677419355,3916.12903225806,1000,GBP,139.21,1.72,140.93,8.1
2022,3624,Hiscox,Accident and health,Accident and health,Casualty,-933.870967741935,-933.870967741935,-153.225806451613,2.41935483870968,-1084.67741935484,-948.387096774194,1000,GBP,-16.41,-0.26,-16.67,101.55
2022,4242,Asta Beat,Accident and health,Accident and health,Casualty,-162.903225806452,296.774193548387,-142.741935483871,-133.064516129032,20.9677419354839,5.64516129032258,1000,GBP,48.1,44.84,92.94,1.9
2022,1686,Axis,Aviation,MAT,MAT,-353.225806451613,-353.225806451613,-34187.0967741935,205.645161290323,-34334.6774193548,-1410.48387096774,1000,GBP,-9678.54,-58.22,-9736.76,399.32
2022,1967,WR Berkley,Aviation,MAT,MAT,262.096774193548,242.741935483871,1054.83870967742,-236.290322580645,1061.29032258065,1057.25806451613,1000,GBP,434.55,97.34,531.89,435.55
2022,2358,Nephila,Aviation,MAT,MAT,5970.96774193548,4537.09677419355,-1612.90322580645,-1162.90322580645,1761.29032258065,1284.67741935484,1000,GBP,35.55,25.63,61.18,28.31
2022,2689,Asta HRP,Aviation,MAT,MAT,1726.61290322581,633.870967741935,-336.290322580645,-256.451612903226,41.1290322580645,11.2903225806452,1000,GBP,53.05,40.46,93.51,1.78
2022,2880,Asta Sukoon,Aviation,MAT,MAT,8464.51612903226,7091.93548387097,-4577.41935483871,-954.032258064516,1560.48387096774,1196.77419354839,1000,GBP,64.54,13.45,77.99,16.88
2022,4242,Asta Beat,Aviation,MAT,MAT,1838.70967741935,948.387096774194,-676.612903225806,-296.774193548387,-25.0,-177.41935483871,1000,GBP,71.34,31.29,102.63,-18.71
2022,33,Hiscox,Credit and suretyship,Pecuniary loss,Casualty,123563.709677419,129287.903225806,-36210.4838709677,-33660.4838709677,59416.935483871,32129.8387096774,1000,GBP,28.01,26.04,54.05,24.85
2022,3500,RiverStone,Credit and suretyship,Pecuniary loss,Casualty,32274.1935483871,33261.2903225806,-55323.3870967742,-552.41935483871,-22614.5161290323,-6282.25806451613,1000,GBP,166.33,1.66,167.99,-18.89
2022,3624,Hiscox,Credit and suretyship,Pecuniary loss,Casualty,638.709677419355,580.645161290323,-2593.54838709677,-291.935483870968,-2304.83870967742,-919.354838709677,1000,GBP,446.67,50.28,496.95,-158.33
2022,1084,Chaucer,Energy,Energy,Energy,38467.7419354839,39112.9032258065,-19032.2580645161,-15161.2903225806,4919.35483870968,7741.93548387097,1000,GBP,48.66,38.76,87.42,19.79
2022,1183,Talbot,Energy marine,Energy,Energy,26532.2580645161,25967.7419354839,-6048.38709677419,-8064.51612903226,11854.8387096774,9758.06451612904,1000,GBP,23.29,31.06,54.35,37.58
2022,1686,Axis,Energy marine,Energy,Energy,17343.5483870968,17576.6129032258,-9343.54838709677,-5725.8064516129,2507.25806451613,-1002.41935483871,1000,GBP,53.16,32.58,85.74,-5.7
2022,1967,WR Berkley,Energy marine,Energy,Energy,316.129032258065,310.483870967742,-228.225806451613,-108.870967741935,-26.6129032258065,-22.5806451612903,1000,GBP,73.51,35.06,108.57,-7.27
2022,4242,Asta Beat,Energy marine,Energy,Energy,305.645161290323,157.258064516129,-112.903225806452,-66.1290322580645,-21.7741935483871,-46.7741935483871,1000,GBP,71.79,42.05,113.84,-29.74
2022,1183,Talbot,Energy non marine,Energy,Energy,60000.0,52177.4193548387,-28064.5161290323,-6048.38709677419,18064.5161290323,6290.32258064517,1000,GBP,53.79,11.59,65.38,12.06
2022,1686,Axis,Energy non marine,Energy,Energy,7469.35483870968,7407.25806451613,-3608.87096774194,-1220.96774193548,2577.41935483871,1366.12903225806,1000,GBP,48.72,16.48,65.2,18.44
2022,1967,WR Berkley,Energy non marine,Energy,Energy,5625.8064516129,5833.06451612903,-4330.64516129032,-1234.67741935484,267.741935483871,41.1290322580645,1000,GBP,74.24,21.17,95.41,0.71
2022,4242,Asta Beat,Energy non marine,Energy,Energy,2241.12903225806,1545.16129032258,-875.806451612903,-431.451612903226,237.903225806452,-38.7096774193548,1000,GBP,56.68,27.92,84.6,-2.51
2022,1084,Chaucer,Fire and other damage to property,Property,Property,165161.290322581,154032.258064516,-151612.903225806,-46612.9032258065,-44193.5483870968,-32822.5806451613,1000,GBP,98.43,30.26,128.69,-21.31
2022,1183,Talbot,Fire and other damage to property,Property,Property,218306.451612903,200887.096774194,-176370.967741935,-71209.6774193548,-46693.5483870968,-11290.3225806452,1000,GBP,87.8,35.45,123.25,-5.62
2022,1274,Antares,Fire and other damage to property,Property,Property,-1243.54838709677,-879.838709677419,3370.96774193548,-241.129032258065,2250.0,361.290322580645,1000,GBP,-383.13,-27.41,-410.54,-41.06
2022,1301,Inigo,Fire and other damage to property,Property,Property,115775.0,85947.5806451613,-49157.2580645161,-24563.7096774194,12226.6129032258,-26234.6774193548,1000,GBP,57.19,28.58,85.77,-30.52
2022,1458,RenaissanceRe,Fire and other damage to property,Property,Property,410483.870967742,402419.35483871,-459677.419354839,-112903.225806452,-170161.290322581,-13709.6774193548,1000,GBP,114.23,28.06,142.29,-3.41
2022,1609,Asta Mosaic,Fire and other damage to property,Property,Property,9629.03225806452,5337.09677419355,-2673.38709677419,-1884.67741935484,779.032258064516,-121.774193548387,1000,GBP,50.09,35.31,85.4,-2.28
2022,1618,BRIT KI,Fire and other damage to property,Property,Property,240806.451612903,176854.838709677,-118709.677419355,-47500.0,10645.1612903226,2419.3548387097,1000,GBP,67.12,26.86,93.98,1.37
2022,1686,Axis,Fire and other damage to property,Property,Property,253731.451612903,239821.774193548,-103171.774193548,-90460.4838709677,46189.5161290323,8755.64516129032,1000,GBP,43.02,37.72,80.74,3.65
2022,1919,Starr,Fire and other damage to property,Property,Property,136530.64516129,128833.064516129,-68130.6451612903,637.096774193548,61339.5161290323,1024.1935483871,1000,GBP,52.88,0.49,53.37,0.79
2022,1967,WR Berkley,Fire and other damage to property,Property,Property,168211.290322581,165399.193548387,-103111.290322581,-42710.4838709677,19577.4193548387,4196.77419354839,1000,GBP,62.34,25.82,88.16,2.54
2022,1969,Apollo,Fire and other damage to property,Property,Property,113987.903225806,104785.483870968,-61228.2258064516,-29998.3870967742,13558.8709677419,9058.06451612903,1000,GBP,58.43,28.63,87.06,8.64
2022,1988,Asta CFC,Fire and other damage to property,Property,Property,1918.54838709677,1568.54838709677,-778.225806451613,-592.741935483871,197.58064516129,197.58064516129,1000,GBP,49.61,37.79,87.4,12.6
2022,2010,Lancashire Re,Fire and other damage to property,Property,Property,117859.677419355,109386.290322581,-40810.4838709677,-31379.0322580645,37196.7741935484,23642.7419354839,1000,GBP,37.31,28.69,66.0,21.61
2022,2358,Nephila,Fire and other damage to property,Property,Property,9286.29032258065,3519.35483870968,-1694.35483870968,-1569.35483870968,255.645161290323,255.645161290323,1000,GBP,48.14,44.59,92.73,7.26
2022,2623,Beazley,Fire and other damage to property,Property,Property,547580.64516129,516290.322580645,-355564.516129032,-162500.0,-1774.19354838704,16854.8387096775,1000,GBP,68.87,31.47,100.34,3.26
2022,2689,Asta HRP,Fire and other damage to property,Property,Property,6168.54838709677,1790.32258064516,-851.612903225806,-603.225806451613,335.483870967742,65.3225806451613,1000,GBP,47.57,33.69,81.26,3.65
2022,2880,Asta Sukoon,Fire and other damage to property,Property,Property,4594.35483870968,2785.48387096774,-1698.38709677419,-845.967741935484,241.129032258065,-114.516129032258,1000,GBP,60.97,30.37,91.34,-4.11
2022,2987,BRIT,Fire and other damage to property,Property,Property,508145.161290323,493951.612903226,-341693.548387097,-158225.806451613,-5967.74193548385,-11370.9677419355,1000,GBP,69.18,32.03,101.21,-2.3
2022,3010,Lancashire Re,Fire and other damage to property,Property,Property,25893.5483870968,23986.2903225806,-21166.1290322581,-5973.38709677419,-3153.22580645161,-2144.35483870968,1000,GBP,88.24,24.9,113.14,-8.94
2022,33,Hiscox,Fire and other damage to property,Property,Property,600254.032258064,607021.774193548,-273350.806451613,-142429.838709677,191241.129032258,71541.935483871,1000,GBP,45.03,23.46,68.49,11.79
2022,3456,Asta Greenlight Re,Fire and other damage to property,Property,Property,156.451612903226,108.870967741935,-74.1935483870968,-46.7741935483871,-12.0967741935484,-29.0322580645161,1000,GBP,68.15,42.96,111.11,-26.67
2022,3500,RiverStone,Fire and other damage to property,Property,Property,244404.032258065,248782.258064516,-306032.258064516,-4348.38709677419,-61598.3870967742,23770.1612903226,1000,GBP,123.01,1.75,124.76,9.55
2022,3623,Beazley,Fire and other damage to property,Property,Property,95241.935483871,65967.7419354839,-32661.2903225806,-11290.3225806452,22016.1290322581,2741.93548387097,1000,GBP,49.51,17.11,66.62,4.16
2022,3624,Hiscox,Fire and other damage to property,Property,Property,6472.58064516129,6560.48387096774,5343.54838709677,-1793.54838709677,10110.4838709677,892.741935483871,1000,GBP,81.45,27.34,108.79,13.61
2022,4242,Asta Beat,Fire and other damage to property,Property,Property,104996.774193548,78679.0322580645,27828.2258064516,-25875.0,80632.2580645161,41216.1290322581,1000,GBP,35.37,32.89,68.26,52.39
2022,4321,Beazley,Fire and other damage to property,Property,Property,2157.25806451613,1032.98387096774,-1565.24193548387,-552.58064516129,-1084.83870967742,-2169.67741935484,1000,GBP,151.53,53.49,205.02,-210.04
2022,5183,Asta MIC,Fire and other damage to property,Property,Property,24.1935483870968,6.45161290322581,-3.2258064516129,-3.2258064516129,0.0,0.0,1000,GBP,50.0,50.0,100.0,0.0
2022,5623,Beazley,Fire and other damage to property,Property,Property,80483.8709677419,58709.6774193548,-28870.9677419355,-14435.4838709677,15403.2258064516,15403.2258064516,1000,GBP,49.18,24.59,73.77,26.24
2022,623,Beazley,Fire and other damage to property,Property,Property,120241.935483871,113306.451612903,-77983.8709677419,-36774.1935483871,-1451.61290322581,2580.64516129032,1000,GBP,68.83,32.46,101.29,2.28
2022,1084,Chaucer,MAT,MAT,MAT,118467.741935484,106129.032258065,-75241.935483871,-33064.5161290323,-2177.41935483871,-241.93548387097,1000,GBP,70.9,31.16,102.06,-0.23
2022,1183,Talbot,MAT,MAT,MAT,75000.0,77338.7096774193,-57338.7096774194,-27177.4193548387,-7177.4193548387,7258.06451612904,1000,GBP,74.14,35.14,109.28,9.38
2022,1274,Antares,MAT,MAT,MAT,182600.806451613,172117.741935484,-82445.9677419355,-51720.9677419355,37950.8064516129,38300.8064516129,1000,GBP,47.9,30.05,77.95,22.25
2022,1301,Inigo,MAT,MAT,MAT,13859.6774193548,4739.51612903226,-10902.4193548387,-7635.48387096774,-13798.3870967742,-7395.96774193548,1000,GBP,230.03,161.1,391.13,-156.05
2022,1458,RenaissanceRe,MAT,MAT,MAT,20411.1008064516,15675.1596774194,-7769.21532258065,-4962.70483870968,2943.23951612903,1174.0314516129,1000,GBP,49.56,31.66,81.22,7.49
2022,1618,BRIT KI,MAT,MAT,MAT,50967.7419354839,38145.1612903226,-27338.7096774194,-9919.35483870968,887.096774193547,-483.870967741937,1000,GBP,71.67,26.0,97.67,-1.27
2022,1796,Asta Parsyl,MAT,MAT,MAT,1639.51612903226,587.903225806452,-348.387096774194,-433.064516129032,-193.548387096774,-566.935483870968,1000,GBP,59.26,73.66,132.92,-96.43
2022,1919,Starr,MAT,MAT,MAT,39087.9032258065,41196.7741935484,-26633.064516129,-1572.58064516129,12991.1290322581,2604.83870967742,1000,GBP,64.65,3.82,68.47,6.32
2022,1969,Apollo,MAT,MAT,MAT,61718.5483870968,51245.1612903226,-22055.6451612903,-17150.0,12039.5161290323,16132.2580645161,1000,GBP,43.04,33.47,76.51,31.48
2022,2010,Lancashire Re,MAT,MAT,MAT,13637.9032258065,12666.935483871,-20065.3225806452,-3529.03225806452,-10927.4193548387,11715.3225806452,1000,GBP,158.41,27.86,186.27,92.49
2022,2623,Beazley,MAT,MAT,MAT,261854.838709677,243870.967741935,-110564.516129032,-82741.935483871,50564.5161290323,65887.0967741935,1000,GBP,45.34,33.93,79.27,27.02
2022,2987,BRIT,MAT,MAT,MAT,141612.903225806,131290.322580645,-94032.2580645161,-37741.935483871,-483.870967741919,16612.9032258065,1000,GBP,71.62,28.75,100.37,12.65
2022,3010,Lancashire Re,MAT,MAT,MAT,79998.3870967742,65414.5161290323,-45428.2258064516,-15717.7419354839,4268.54838709677,6479.83870967742,1000,GBP,69.45,24.03,93.48,9.91
2022,33,Hiscox,MAT,MAT,MAT,131633.870967742,135805.64516129,-36984.6774193548,-34821.7741935484,63999.1935483871,56663.7096774194,1000,GBP,27.23,25.64,52.87,41.72
2022,3500,RiverStone,MAT,MAT,MAT,118279.838709677,119318.548387097,-121611.290322581,-2100.0,-4392.74193548387,3564.51612903226,1000,GBP,101.92,1.76,103.68,2.99
2022,3623,Beazley,MAT,MAT,MAT,25967.7419354839,20725.8064516129,-8548.38709677419,-5645.16129032258,6532.25806451613,-322.580645161291,1000,GBP,41.25,27.24,68.49,-1.56
2022,3624,Hiscox,MAT,MAT,MAT,15.3225806451613,15.3225806451613,430.645161290323,-8.06451612903226,437.903225806452,513.709677419355,1000,GBP,2810.53,52.63,2863.16,3352.63
2022,4321,Beazley,MAT,MAT,MAT,273.870967741935,160.161290322581,-111.774193548387,-522.903225806452,-474.516129032258,-949.032258064516,1000,GBP,69.79,326.49,396.28,-592.55
2022,5623,Beazley,MAT,MAT,MAT,22500.0,18548.3870967742,-9435.48387096774,-5080.64516129032,4032.25806451613,4032.25806451613,1000,GBP,50.87,27.39,78.26,21.74
2022,623,Beazley,MAT,MAT,MAT,57500.0,53548.3870967742,-24274.1935483871,-19112.9032258065,10161.2903225806,13548.3870967742,1000,GBP,45.33,35.69,81.02,25.3
2022,2357,Nephila,MGA Insurance,Property,Property,231530.64516129,234154.032258065,-183055.64516129,-36475.0,14623.3870967742,61723.3870967742,1000,GBP,78.18,15.58,93.76,26.36
2022,1686,Axis,Marine,MAT,MAT,71662.9032258065,67345.9677419355,-33330.6451612903,-21984.6774193548,12030.6451612903,4408.06451612903,1000,GBP,49.49,32.64,82.13,6.55
2022,1967,WR Berkley,Marine,MAT,MAT,4.83870967741935,12.0967741935484,-495.161290322581,-81.4516129032258,-564.516129032258,-60.4838709677419,1000,GBP,4093.33,673.33,4766.66,-500.0
2022,1988,Asta CFC,Marine,MAT,MAT,503.225806451613,627.41935483871,-170.967741935484,-321.774193548387,134.677419354839,134.677419354839,1000,GBP,27.25,51.29,78.54,21.47
