year,syndicate,managing_agent,gross_written_premium,net_earned_premium,result_before_tax,pretax_margin,net_loss_ratio,expense_ratio,combined_ratio,percentile_rank,percentile_bucket
2024,382,Hardy,335500.077,287858.547,27692.374,9.62,64.91,31.92,96.83,26.2,P25-P50
2024,5000,Travelers,560426.428,401528.562,37814.066,9.42,52.61,42.94,95.56,25.2,P25-P50
2024,1910,Ariel Re,1069464.757,767171.756,71824.075,9.36,69.9,23.68,93.57,24.3,P10-P25
2024,4242,Asta (Beat),305531.396,181669.6,15203.074,8.37,53.25,43.24,96.49,23.3,P10-P25
2024,2012,Arch,635769.866,453461.506,36557.47,8.06,61.39,37.5,98.88,22.3,P10-P25
2024,1183,Talbot,1033942.346,757111.482,60453.587,7.98,64.28,32.69,96.97,21.4,P10-P25
2024,1945,Sirius,180212.071,145904.966,11326.35308,7.76,62.5,34.71,97.2,20.4,P10-P25
2024,609,Atrium,1026489.89,846331.794,58802.166,6.95,57.48,42.0,99.48,19.4,P10-P25
2024,1969,Apollo,671256.727,526142.606,36007.452,6.84,61.5,35.73,97.23,18.4,P10-P25
2024,1416,Asta (Beat SPA),61457.888,45483.326,2955.127,6.5,55.83,42.24,98.07,17.0,P10-P25
2024,1985,Asta (Flux),155653.621,80384.219,5221.133,6.5,59.77,34.38,94.15,17.0,P10-P25
2024,1925,Apollo,32594.929,11476.968,675.262,5.88,57.52,36.66,94.18,15.5,P10-P25
2024,2786,Asta (Everest),328798.861,255646.53,10460.804,4.09,55.82,42.05,97.87,14.6,P10-P25
2024,2358,Nephila,173539.102,124034.07,3680.398,2.97,61.75,36.68,98.43,13.6,P10-P25
2024,3456,Asta (Greenlight),33998.045,17272.062,168.619,0.98,63.95,36.49,100.44,12.6,P10-P25
2024,1699,Asta (Volante),175249.504,123668.035,-950.226,-0.77,63.63,40.55,104.17,11.7,P10-P25
2024,1996,Polo,10825.215,5052.264,-83.681,-1.66,14.07,87.94,102.01,10.7,P10-P25
2024,4747,Asta (Carbon),163404.053,72269.911,-1854.91,-2.57,51.26,51.44,102.69,9.7,Bottom 10%
2024,1796,Asta (Parsyl SPA),11111.023,5013.806,-321.056,-6.4,35.08,73.2,108.27,8.7,Bottom 10%
2024,3123,Asta,130189.359,15655.436,-3512.903,-22.44,53.0,68.91,121.9,7.8,Bottom 10%
2024,2050,AXIS,33952.653,4352.499,-1055.837,-24.26,46.92,78.5,125.41,6.8,Bottom 10%
2024,2024,Probitas,22092.377,8508.359,-2759.947,-32.44,92.54,40.46,133.0,5.8,Bottom 10%
2024,2427,Asta (Agile SiaB),8515.334,2604.714,-874.341,-33.57,56.09,75.61,131.7,4.9,Bottom 10%
2024,2454,Apollo,29176.302,5338.663,-4291.361,-80.38,81.92,98.44,180.36,3.9,Bottom 10%
2024,5183,Asta (MIC SiaB),-523.723,875.005,-1813.799,-207.29,49.61,262.24,311.84,2.9,Bottom 10%
2024,1994,Apollo,5.444,1132.872,-8614.875,-760.45,806.35,238.69,1045.04,1.9,Bottom 10%
2024,1922,Asta (Oka SiaB),197.869,23.15,-487.56,-2106.09,46.47,2974.98,3021.45,1.0,Bottom 10%
2024,1966,Asta (MCI SiaB),0.0,0.0,-1208.63,,,,,,
