syndicate,year,managing_agent,gross_written_premium,outward_reinsurance_premium,net_written_premium,net_earned_premium,other_technical_income,technical_investment_income,gross_claims_paid,gross_change_in_provision_for_claims,ri_share_claims_paid,ri_share_change_in_provision_for_claims,net_claims_incrred,operating_expenses,balance_on_technical_account,profit_loss_on_exchange,other_non_technical_income,result_before_tax,financial_investments,ri_assets,unearned_premium,other_assets,total_assets,provisions_for_unearned_premium,claims_outstanding,other_liabilities,total_liabilities,currency,unit,net_loss_ratio,expense_ratio,combined_ratio,ri_cession_rate,net_retention_rate,technical_account_margin,pretax_margin,roa,ri_to_total_assets,reserve_ratio,gwp_size_bucket
4000,2018,Hamilton,422961.489,-80594.996,342366.493,341950.589,0.0,5873.222,-175516.634,-76724.866,41824.428,33384.768,-177032.304,-147318.169,23473.338,381.521,0.0,23854.859,377027.947,140970.543,42776.487,430539.604,991314.581,-266219.511,-618130.526,-106964.544,-991314.581,GBP,1000,51.77,43.08,94.85,19.05,80.95,6.86,6.98,2.41,14.22,180.77,Mid (200-500m)
4020,2018,Ark,269499.638,-34157.684,235341.954,252435.152,0.0,3819.617,-223694.183,32309.343,56822.169,-24951.694,-159514.365,-105264.446,-8524.042,-4266.955,0.0,-12790.997,388514.651,86573.374,15757.93,158688.968,649534.923,-156665.053,-480188.723,-12681.147,-649534.923,GBP,1000,63.19,41.7,104.89,12.67,87.33,-3.38,-5.07,-1.97,13.33,190.22,Mid (200-500m)
4141,2018,HCC,160694.114,-27584.722,133109.392,125121.737,0.0,-286.696,-73377.4,17916.133,7763.705,-4731.832,-52429.394,-54541.081,17864.566,-744.671,0.0,17119.895,123954.533,68145.148,5720.089,60086.613,257906.383,-57189.274,-160180.379,-40536.73,-257906.383,GBP,1000,41.9,43.59,85.49,17.17,82.83,14.28,13.68,6.64,26.42,128.02,Small (50-200m)
435,2018,Faraday,469620.749,-41215.412,428405.337,422820.439,0.0,11528.883,-327501.883,-159571.764,103428.633,67015.644,-316629.37,-97169.359,20550.593,4396.691,0.0,24947.284,893866.862,323599.043,4081.706,188278.918,1409826.529,-158250.268,-1215834.498,-35741.763,-1409826.529,GBP,1000,74.89,22.98,97.87,8.78,91.22,4.86,5.9,1.77,22.95,287.55,Mid (200-500m)
44,2018,Canopius,17506.573,-1158.719,16347.854,16347.854,0.0,2.644,-11055.447,-451.456,1797.449,-92.523,-9801.977,-7625.328,-1076.807,25.397,0.0,-1051.41,1078.875,954.965,0.0,6724.097,8757.937,0.0,-10664.534,1906.597,-8757.937,GBP,1000,59.96,46.64,106.6,6.62,93.38,-6.59,-6.43,-12.01,10.9,65.24,Micro (<50m)
4444,2018,Canopius,1249305.466,-178773.128,1070532.338,1036038.367,0.0,2764.869,-760446.246,-56883.065,196930.11,-49122.048,-669521.249,-444587.718,-75305.731,1228.80222,0.0,-74076.92878,990184.684,503889.147,62622.102,925857.23796,2482553.17096,-532608.427,-1949554.684,-390.059960000013,-2482553.17096,GBP,1000,64.62,42.91,107.54,14.31,85.69,-7.27,-7.15,-2.98,20.3,188.17,XL (>1bn)
457,2018,Munich Re,523223.75237,-113354.24593,409869.50644,374232.19314,0.0,4968.12288,-234920.59486,19769.72356,80552.36933,-34431.09149,-169029.59346,-173709.59734,36461.12522,-3202.02163,1269.69156,34528.79515,527608.64218,227938.11896,32805.35293,357427.30331,1145779.41738,-259336.08421,-680941.60838,-205501.72479,-1145779.41738,GBP,1000,45.17,46.42,91.58,21.66,78.34,9.74,9.23,3.01,19.89,181.96,Large (500m-1bn)
4711,2018,Aspen,387767.962,-208697.804,179070.158,193221.887,0.0,460.115,-204035.717,-118157.447,78672.538,114383.973,-129136.653,-85691.078,-21145.729,-3871.806,0.0,-25017.535,238880.771,402431.961,114027.108,496620.49,1251960.33,-223581.841,-797389.621,-230988.868,-1251960.33,GBP,1000,66.83,44.35,111.18,53.82,46.18,-10.94,-12.95,-2.0,32.14,412.68,Mid (200-500m)
5000,2018,Travelers,354004.437,-44250.549,309753.888,317533.961,0.0,2783.044,-220100.631,-25774.392,10855.265,12308.402,-222711.356,-127515.687,-29910.038,-2180.602,2376.948,-29713.692,398551.537,80285.703,18278.295,207472.27393,704587.80893,-198987.099,-469334.687,-36266.02293,-704587.80893,GBP,1000,70.14,40.16,110.3,12.5,87.5,-9.42,-9.36,-4.22,11.39,147.81,Mid (200-500m)
510,2018,Tokio Marine Kiln,1376728.859,-373935.496,1002793.363,1015556.537,0.0,12269.304,-740168.736,-50382.141,158027.854,12393.727,-620129.296,-421975.307,-14278.762,-9101.333,0.0,-23380.095,855208.2,438129.782,159060.38,1065768.816,2518167.178,-655560.076,-1656195.869,-206411.233,-2518167.178,GBP,1000,61.06,41.55,102.61,27.16,72.84,-1.41,-2.3,-0.93,17.4,163.08,XL (>1bn)
5151,2018,RiverStone,358147.827,-179789.055,178358.772,148556.766,0.0,2033.992,-153828.098,-69379.027,81083.43,50832.328,-91291.367,-68160.341,-8860.95,-2003.022,1672.177,-9191.795,274747.62,267307.259,91155.326,324522.079,957732.284,-221778.103,-485208.655,-250745.526,-957732.284,GBP,1000,61.45,45.88,107.33,50.2,49.8,-5.96,-6.19,-0.96,27.91,326.61,Mid (200-500m)
557,2018,Tokio Marine Kiln,15844.576,-2009.654,13834.922,13943.324,0.0,432.935,-10740.625,6475.753,421.348,-758.259,-4601.783,-3576.701,6197.775,-673.586,0.0,5524.189,36862.29,495.678,347.852,6462.315,44168.135,-3199.977,-31399.582,-9568.576,-44168.135,GBP,1000,33.0,25.65,58.66,12.68,87.32,44.45,39.62,12.51,1.12,225.19,Micro (<50m)
5678,2018,R&Q,120878.439,-27208.751,93669.688,106672.93,0.0,1214.472,-48081.308,-24598.972,11741.732,-2837.731,-63776.279,-53767.349,-9656.226,-2984.741,413.619,-12227.348,131300.737,38575.565,7301.206,78181.444,255358.952,-67960.042,-192988.45,5589.54,-255358.952,GBP,1000,59.79,50.4,110.19,22.51,77.49,-9.05,-11.46,-4.79,15.11,180.92,Small (50-200m)
5886,2018,Blenheim,147997.94,-36988.076,111009.864,93284.527,0.0,516.222,-81214.994,-35201.009,34839.863,4419.302,-77156.838,-33143.532,-16499.621,-139.953,0.0,-16639.574,35295.055,54384.617,1262.816,63121.867,154064.355,-42668.546,-126111.281,14715.472,-154064.355,GBP,1000,82.71,35.53,118.24,24.99,75.01,-17.69,-17.84,-10.8,35.3,135.19,Small (50-200m)
609,2018,Atrium,503029.043,-51795.367,451233.676,430417.356,0.0,5995.527,-233415.794,-10915.471,40054.478,-4441.004,-208717.791,-192998.533,34696.559,-1621.009,0.0,33075.55,502289.387,119438.314,13931.703,338897.09,974556.494,-217094.821,-743465.102,-13996.571,-974556.494,GBP,1000,48.49,44.84,93.33,10.3,89.7,8.06,7.68,3.39,12.26,172.73,Large (500m-1bn)
6103,2018,MAP,17239.948,0.0,17239.948,16222.973,0.0,-11.641,-8131.732,-8578.585,0.0,0.0,-16710.317,-975.389,-1474.374,7.866,0.0,-1466.508,0.0,0.0,0.0,28917.667,28917.667,-1449.798,-11009.428,-16458.441,-28917.667,GBP,1000,103.0,6.01,109.02,-0.0,100.0,-9.09,-9.04,-5.07,0.0,67.86,Micro (<50m)
6111,2018,AXA XL,34126.38,-4836.015,29290.365,36614.897,0.0,804.394,-47224.083,15078.043,1470.125,3371.261,-27304.654,-18860.121,-8745.484,161.203,0.0,-8584.281,0.0,21646.193,2872.668,164133.75957,188652.62057,-15292.733,-159344.314,-14015.57357,-188652.62057,GBP,1000,74.57,51.51,126.08,14.17,85.83,-23.89,-23.44,-4.55,11.47,435.19,Micro (<50m)
6117,2018,Ariel Re,82568.092,0.0,82568.092,87037.344,0.0,0.0,-66560.45,-7173.021,0.0,0.0,-73733.471,-9996.578,3307.295,0.0,0.0,3307.295,0.0,0.0,0.0,178231.88538,178231.88538,-29043.516,-57575.482,-91612.88738,-178231.88538,GBP,1000,84.71,11.49,96.2,-0.0,100.0,3.8,3.8,1.86,0.0,66.15,Small (50-200m)
6118,2018,Arch,142867.433,-49131.238,93736.195,88410.809,0.0,1389.625,-91261.7,-20569.486,33208.233,5703.823,-72919.13,-23557.228,-6675.924,-356.171,0.0,-7032.095,0.0,93717.339,22018.942,137196.538,252932.819,-64455.148,-211626.293,23148.622,-252932.819,GBP,1000,82.48,26.65,109.12,34.39,65.61,-7.55,-7.95,-2.78,37.05,239.37,Small (50-200m)
6125,2018,Hamilton,20857.657,-5690.014,15167.643,15214.22,0.0,0.0,-8004.084,-11553.951,728.321,2969.548,-15860.166,-6036.79,-6682.736,-44.88,0.0,-6727.616,0.0,4691.851,1247.562,44431.535,50370.948,-6446.574,-25175.412,-18748.962,-50370.948,GBP,1000,104.25,39.68,143.92,27.28,72.72,-43.92,-44.22,-13.36,9.31,165.47,Micro (<50m)
6129,2018,AXIS,71648.953,-31084.16,40564.793,41848.703,0.0,0.0,-91675.752,-35320.979,10899.414,28761.281,-87336.036,-6355.58,-51842.913,186.016,-177.838,-51834.735,0.0,50461.737,131.254,35566.31,86159.301,-22162.674,-113194.634,49198.007,-86159.301,GBP,1000,208.69,15.19,223.88,43.38,56.62,-123.88,-123.86,-60.16,58.57,270.49,Small (50-200m)
6130,2018,Chaucer,21354.10665,-7732.82162,13621.28503,8990.03321,0.0,385.31238,-2825.32776,-3839.99934,1099.41805,1662.11478,-3903.79427,-4137.78347,1333.76785,-102.28098,0.0,1231.48687,0.0,4550.84412,8288.79281,40291.43903,53131.07596,-23351.48681,-10654.8327,-19124.75645,-53131.07596,GBP,1000,43.42,46.03,89.45,36.21,63.79,14.84,13.7,2.32,8.57,118.52,Micro (<50m)
6131,2018,Asta,2868.481,-312.199,2556.282,1397.828,0.0,0.091,-59.814,-912.095,0.0,77.565,-894.344,-1805.807,-1302.232,48.22,0.0,-1254.012,0.0,78.264,186.234,1780.957,2045.455,-1338.731,-933.953,227.229,-2045.455,GBP,1000,63.98,129.19,193.17,10.88,89.12,-93.16,-89.71,-61.31,3.83,66.81,Micro (<50m)
6132,2018,Arch,39761.105,-14394.537,25366.568,14583.3,0.0,78.053,-1737.965,-15375.921,158.952,6477.451,-10477.483,-7146.447,-2962.577,6.832,0.0,-2955.745,0.0,6791.302,6008.688,17437.322,30237.312,-17200.621,-15992.436,2955.745,-30237.312,GBP,1000,71.85,49.0,120.85,36.2,63.8,-20.31,-20.27,-9.78,22.46,109.66,Micro (<50m)
6134,2018,Argenta,31442.216,0.0,31442.216,12983.879,0.0,0.0,0.0,-8891.018,0.0,0.0,-8891.018,-6662.567,-2569.706,-95.828,0.0,-2665.534,0.0,0.0,0.0,29770.381,29770.381,-19037.819,-9216.777,-1515.785,-29770.381,GBP,1000,68.48,51.31,119.79,-0.0,100.0,-19.79,-20.53,-8.95,0.0,70.99,Micro (<50m)
727,2018,S.A. Meacock,73069.91,-432.501,72637.409,67755.481,0.0,4367.825,-45048.509,13219.731,72.069,-7.481,-31764.19,-29055.984,11303.132,-129.55,0.0,11173.582,244134.414,376.675,88.02,53354.434,297953.543,-39059.85,-262608.152,3714.459,-297953.543,GBP,1000,46.88,42.88,89.76,0.59,99.41,16.68,16.49,3.75,0.13,387.58,Small (50-200m)
1110,2019,R&Q,60234.416,-258.493,59975.923,58659.244,0.0,1232.706,-29085.415,-47124.66,15136.407,3161.148,-57912.52,-1715.144,264.286,-455.599,0.0,-191.313,11967.853,62223.043,0.0,75334.609,149525.505,-1316.679,-133770.996,-14437.83,-149525.505,GBP,1000,98.73,2.92,101.65,0.43,99.57,0.45,-0.33,-0.13,41.61,228.05,Small (50-200m)
1176,2019,Chaucer,28080.688,-302.508,27778.18,28834.992,0.0,1416.478,-2914.701,3529.673,0.0,48.765,663.737,-8653.492,22261.715,-190.116,0.0,22071.599,47375.553,45.563,155.024,39356.109,86932.249,-16128.98,-35941.366,-34861.903,-86932.249,GBP,1000,-2.3,30.01,27.71,1.08,98.92,77.2,76.54,25.39,0.05,124.64,Micro (<50m)
1200,2019,Westfield,561440.471,-120138.547,441301.924,416333.527,0.0,6041.768,-359659.817,-41646.579,110940.408,4889.308,-285476.68,-169181.281,-32282.666,4839.627,0.0,-27443.039,354264.19,237911.217,44134.596,691036.028,1327346.031,-255115.223,-798689.58,-273541.228,-1327346.031,GBP,1000,68.57,40.64,109.21,21.4,78.6,-7.75,-6.59,-2.07,17.92,191.84,Large (500m-1bn)
1218,2019,Newline,175239.59901,-26849.29536,148390.30365,139044.67114,0.0,8232.10236,-60216.38785,-72064.82796,7835.06509,49710.22071,-74735.93001,-57079.78865,15461.05484,-1466.63377,25046.73,39041.15107,514416.812,178948.386,15995.324,207460.975,916821.497,-74037.702,-565942.059,-276841.736,-916821.497,GBP,1000,53.75,41.05,94.8,15.32,84.68,11.12,28.08,4.26,19.52,407.02,Small (50-200m)
1221,2019,Hartford,358647.21474,-77997.38854,280649.8262,271202.70801,0.0,10256.3057,-212482.48134,-119055.1392,66606.64778,32436.21012,-232494.76264,-110269.47906,-61305.22799,-4322.04927,10727.8527,-54899.42456,485221.35689,207518.52424,33926.22908,260586.17501,987252.28522,-175802.3909,-626096.31703,-185353.57729,-987252.28522,GBP,1000,85.73,40.66,126.39,21.75,78.25,-22.6,-20.24,-5.56,21.02,230.86,Mid (200-500m)
1225,2019,AEGIS,653182.509,-135980.66,517201.849,477496.193,11849.639,17510.463,-296373.531,-67918.034,80873.693,7924.023,-275493.849,-198670.453,32691.993,-4127.303,3450.625,32015.315,531187.92,233402.114,71157.561,378598.299,1214345.894,-355696.928,-730098.553,-128550.413,-1214345.894,GBP,1000,57.7,41.61,99.3,20.82,79.18,6.85,6.7,2.64,19.22,152.9,Large (500m-1bn)
1301,2019,Enstar,175405.13,-31933.341,143471.789,142095.825,0.0,5804.454,-191246.477,1857.496,64675.008,1403.42,-123310.553,-62194.754,-37605.028,5149.84,0.0,-32455.188,167709.905,129615.109,17707.827,144537.937,459570.778,-82191.457,-372185.969,-5193.35199999998,-459570.778,GBP,1000,86.78,43.77,130.55,18.21,81.79,-26.46,-22.84,-7.06,28.2,261.93,Small (50-200m)
1414,2019,Ascot,689430.541,-299162.83,390267.711,379997.813,0.0,17361.957,-388907.826,143450.075,170510.736,-121368.954,-196315.969,-169880.923,31162.878,-1884.036,2434.133,31712.975,483860.011,301063.092,75767.826,394798.254,1255489.183,-266112.862,-735555.748,-253820.573,-1255489.183,GBP,1000,51.66,44.71,96.37,43.39,56.61,8.2,8.35,2.53,23.98,193.57,Large (500m-1bn)
1458,2019,RenaissanceRe,685428.004,-303974.127,381453.877,399857.64,0.0,22527.302,-279802.105,-122778.948,92513.974,25812.59,-284254.489,-139359.252,-1228.799,-1647.135,0.0,-2875.934,619884.806,416923.891,115260.81,431345.612,1583415.119,-325042.184,-1051016.57,-207356.365,-1583415.119,GBP,1000,71.09,34.85,105.94,44.35,55.65,-0.31,-0.72,-0.18,26.33,262.85,Large (500m-1bn)
1492,2019,Probitas,133794.981,-26073.732,107721.249,106448.349,0.0,1219.739,-35291.837,-42379.319,9955.591,10765.551,-56950.014,-43518.57,7199.504,633.611,0.0,7833.115,37123.305,37730.793,13793.147,110090.613,198737.858,-62606.911,-134857.971,-1272.976,-198737.858,GBP,1000,53.5,40.88,94.38,19.49,80.51,6.76,7.36,3.94,18.99,126.69,Small (50-200m)
1729,2019,Dale,138682.065,-33140.673,105541.392,94494.246,0.0,2623.967,-59426.945,-21980.024,19041.413,642.197,-61723.359,-38205.352,-2810.498,-449.647,0.0,-3260.145,73198.111,33728.103,13886.678,76957.637,197770.529,-64799.238,-131621.473,-1349.818,-197770.529,GBP,1000,65.32,40.43,105.75,23.9,76.1,-2.97,-3.45,-1.65,17.05,139.29,Small (50-200m)
1856,2019,IQUW,106529.646,-37399.243,69130.403,70052.783,0.0,1637.683,-85042.458,-5510.879,38084.968,3730.514,-48737.855,-25155.849,-2203.238,358.725,0.0,-1844.513,62765.66,75292.793,15778.557,81330.748,235167.758,-46267.903,-184672.919,-4226.936,-235167.758,GBP,1000,69.57,35.91,105.48,35.11,64.89,-3.15,-2.63,-0.78,32.02,263.62,Small (50-200m)
1861,2019,Canopius,661367.374,-135960.957,525406.417,488361.309,0.0,11162.092,-190428.251,-202345.698,53546.284,36773.884,-302453.781,-219242.702,-22173.082,-1328.981,0.0,-23502.063,212467.183,98844.132,63204.001,582512.857,957028.173,-387734.683,-456646.104,-112647.386,-957028.173,GBP,1000,61.93,44.89,106.83,20.56,79.44,-4.54,-4.81,-2.46,10.33,93.51,Large (500m-1bn)
1880,2019,Tokio Marine Kiln,319399.423,-44222.794,275176.629,255861.518,0.0,7416.207,-149124.223,-51989.655,34710.744,-14502.232,-180905.366,-102623.943,-20251.584,1655.869,0.0,-18595.715,190539.31,39947.451,6384.302,396921.61,633792.673,-147694.805,-350457.518,-135640.35,-633792.673,GBP,1000,70.7,40.11,110.81,13.85,86.15,-7.92,-7.27,-2.93,6.3,136.97,Mid (200-500m)
1892,2019,Asta (MPS),8261.334,0.0,8261.334,8225.45,0.0,0.0,-30.069,-6579.999,0.0,0.0,-6610.068,-1551.831,63.551,0.0,0.0,63.551,0.0,0.0,0.0,8266.096,8266.096,-35.884,-6579.999,-1650.213,-8266.096,GBP,1000,80.36,18.87,99.23,-0.0,100.0,0.77,0.77,0.77,0.0,80.0,Micro (<50m)
1897,2019,RiverStone,26631.816,-5400.772,21231.044,46336.246,0.0,1312.525,-92969.293,30091.052,34731.077,-28216.936,-56364.1,-20253.22,-28968.549,-549.949,0.0,-29518.498,39470.103,25445.109,0.0,30882.975,95798.187,-10774.002,-123872.539,38848.354,-95798.187,GBP,1000,121.64,43.71,165.35,20.28,79.72,-62.52,-63.7,-30.81,26.56,267.33,Micro (<50m)
1910,2019,Ariel Re,289042.775,-167049.783,121992.992,126551.409,0.0,3606.077,-284468.857,46199.645,207118.768,-73883.246,-105033.69,-25682.014,-558.218,-663.361,0.0,-1221.579,115873.75,269088.39,42870.599,558119.758,985952.497,-89075.397,-379415.822,-517461.278,-985952.497,GBP,1000,83.0,20.29,103.29,57.79,42.21,-0.44,-0.97,-0.12,27.29,299.81,Mid (200-500m)
1945,2019,Sirius,96590.795,-8465.159,88125.636,90811.533,0.0,1533.944,-84508.873,2020.33342,7612.787,-2336.081,-77211.83358,-32018.95,-16885.30658,1031.419,0.0,-15853.88758,49738.34,5568.465,1936.955,73833.126,131076.886,-49476.042,-96577.17,14976.326,-131076.886,GBP,1000,85.02,35.26,120.28,8.76,91.24,-18.59,-17.46,-12.1,4.25,106.35,Small (50-200m)
1947,2019,Hamilton (GIC),58106.486,-12522.592,45583.894,38933.156,0.0,30.943,-12742.461,-23572.179,3235.277,2520.802,-30558.561,-10266.082,-1860.544,274.632,0.0,-1585.912,7133.792,6101.741,900.269,38498.773,52634.575,-15566.937,-43149.551,6081.913,-52634.575,GBP,1000,78.49,26.37,104.86,21.55,78.45,-4.78,-4.07,-3.01,11.59,110.83,Small (50-200m)
1955,2019,Arch,356993.949,-165081.917,191912.032,178527.591,225.665,6648.643,-327100.935,-20929.066,234677.348,2103.838,-111248.815,-71912.93,2240.154,304.078,0.0,2544.232,236640.471,503848.521,69663.836,333768.51,1143921.338,-146990.855,-821574.185,-175356.298,-1143921.338,GBP,1000,62.31,40.28,102.6,46.24,53.76,1.25,1.43,0.22,44.05,460.19,Mid (200-500m)
1975,2019,Coverys,38657.29,-2035.781,36621.509,35825.677,0.0,504.159,-3301.819,-26148.132,0.0,-226.569,-29676.52,-15477.695,-8824.379,455.199,0.0,-8369.18,23013.783,320.938,943.481,22030.645,46308.847,-16691.511,-39864.5,10247.164,-46308.847,GBP,1000,82.84,43.2,126.04,5.27,94.73,-24.63,-23.36,-18.07,0.69,111.27,Micro (<50m)
1991,2019,Coverys,162801.137,-13729.471,149071.666,136690.838,0.0,3098.483,-73572.036,-19476.354,1942.981,26.713,-91078.696,-58033.102,-9322.477,770.621,0.0,-8551.856,104938.373,6348.117,3223.31,97241.473,211751.273,-89647.672,-160783.088,38679.487,-211751.273,GBP,1000,66.63,42.46,109.09,8.43,91.57,-6.82,-6.26,-4.04,3.0,117.63,Small (50-200m)
2001,2019,MS Amlin,2084563.777,-535827.585,1548736.192,1724589.905,0.0,46198.665,-1424763.213,10972.147,476710.207,-163954.156,-1101035.015,-675223.404,-5469.849,6768.538,67862.353,69161.042,2311529.596,1007136.761,190843.995,2109031.367,5618541.719,-1139480.409,-3345890.531,-1133170.779,-5618541.719,GBP,1000,63.84,39.15,103.0,25.7,74.3,-0.32,4.01,1.23,17.93,194.01,XL (>1bn)
2003,2019,AXA XL,2091390.087,-537531.165,1553858.922,1652947.604,0.0,142523.037,-1684409.029,185155.227,453998.963,-136396.287,-1181651.126,-636784.793,-22965.278,15536.916,43452.395,36024.033,2690207.105,1337761.964,207288.349,2188867.174,6424124.592,-961601.897,-4349551.016,-1112971.679,-6424124.592,GBP,1000,71.49,38.52,110.01,25.7,74.3,-1.39,2.18,0.56,20.82,263.14,XL (>1bn)
2008,2019,Enstar,586238.199,-621232.238,-34994.039,-76742.094,0.0,75448.146,-403130.824,-312039.965,131148.881,679934.596,95912.688,12236.014,106854.754,650.054,-10220.651,97284.157,1215402.275,958455.1,53970.32,179792.839,2407620.534,-99241.358,-1593453.866,-714925.31,-2407620.534,GBP,1000,124.98,15.94,140.92,105.97,-5.97,-139.24,-126.77,4.04,39.81,-2076.38,Large (500m-1bn)
2012,2019,Arch,223898.766,-66468.202,157430.564,160170.624,0.0,3513.197,-100268.392,-9526.871,26107.069,-1559.422,-85247.616,-59933.737,18502.468,1737.465,2052.932,22292.865,227084.531,87500.076,26747.326,173734.623,515066.556,-78064.747,-308185.644,-128816.165,-515066.556,GBP,1000,53.22,37.42,90.64,29.69,70.31,11.55,13.92,4.33,16.99,192.41,Mid (200-500m)
2014,2019,Hamilton,177129.704,-36539.357,140590.347,156859.291,0.0,8110.114,-93589.27,-49986.653,28514.855,10758.606,-104302.462,-63955.709,-3288.766,1368.748,0.0,-1920.018,186203.779,61079.443,6461.641,100454.119,354198.982,-55500.3,-310818.959,12120.277,-354198.982,GBP,1000,66.49,40.77,107.27,20.63,79.37,-2.1,-1.22,-0.54,17.24,198.15,Small (50-200m)
2015,2019,SCOR,251762.64,-51995.849,199766.791,213559.172,0.0,5400.952,-218384.181,41728.814,68372.661,-28768.77,-137051.476,-103405.655,-21497.007,2394.438,0.0,-19102.569,126016.516,93663.296,41732.234,217104.79,478516.836,-193031.216,-296933.102,11447.482,-478516.836,GBP,1000,64.17,48.42,112.6,20.65,79.35,-10.07,-8.94,-3.99,19.57,139.04,Mid (200-500m)
2088,2019,Chaucer,123431.63,-20840.776,102590.854,152284.931,0.0,5149.867,-101586.557,-29209.037,16761.27,5159.085,-108875.239,-56550.537,-7990.978,-555.165,3205.022,-5341.121,112848.713,39057.963,4578.973,252829.655,409315.304,-49048.869,-288956.091,-71310.344,-409315.304,GBP,1000,71.49,37.13,108.63,16.88,83.12,-5.25,-3.51,-1.3,9.54,189.75,Small (50-200m)
2121,2019,Argenta,457938.063,-138939.682,318998.381,312315.543,0.0,6987.179,-253092.736,-95580.06,83661.748,63470.552,-201540.496,-127841.08,-10078.854,1529.631,0.0,-8549.223,217243.355,205752.303,53989.053,296852.326,773837.037,-223659.719,-492277.639,-57899.679,-773837.037,GBP,1000,64.53,40.93,105.46,30.34,69.66,-3.23,-2.74,-1.1,26.59,157.62,Mid (200-500m)
218,2019,IQUW,359960.926,-25682.601,334278.325,319888.767,0.0,13032.759,-249625.901,13305.994,3088.4,12991.759,-220239.748,-98740.949,13940.829,-48.655,0.0,13892.174,274996.082,320113.446,12543.232,186161.51,793814.27,-175571.517,-577773.52,-40469.233,-793814.27,GBP,1000,68.85,30.87,99.72,7.13,92.87,4.36,4.34,1.75,40.33,180.62,Mid (200-500m)
2232,2019,Allied World,219196.37,-96382.64,122813.73,124895.367,0.0,4414.02,-149936.818,-33619.009,62356.981,12302.193,-108896.653,-41932.819,-21520.085,2687.939,0.0,-18832.146,151232.223,149542.433,59577.066,191025.962,551377.684,-115853.202,-396532.095,-38992.387,-551377.684,GBP,1000,87.19,33.57,120.76,43.97,56.03,-17.23,-15.08,-3.42,27.12,317.49,Mid (200-500m)
2468,2019,RiverStone,435443.416,-128347.833,307095.583,300683.52,0.0,4597.209,-205846.801,-65449.795,66282.965,481.584,-204532.047,-149093.864,-48345.182,3478.237,0.0,-44866.945,171992.725,117901.363,33373.228,303444.066,626711.382,-199496.282,-389008.938,-38206.162,-626711.382,GBP,1000,68.02,49.58,117.61,29.48,70.52,-16.08,-14.92,-7.16,18.81,129.37,Mid (200-500m)
2488,2019,Chubb,488174.954,-101175.585,386999.369,378769.164,0.0,40531.372,-352382.838,83529.674,83765.995,-33429.849,-218517.018,-136052.425,64731.093,-12090.308,49026.814,101667.599,1384274.457,243683.186,55523.701,342996.369,2026477.713,-220297.155,-964379.439,-841801.119,-2026477.713,GBP,1000,57.69,35.92,93.61,20.73,79.27,17.09,26.84,5.02,12.02,254.61,Mid (200-500m)
2525,2019,Asta (Ive),81619.183,-13534.049,68085.134,61437.271,0.0,1816.839,-25430.089,-29458.144,6941.19,16039.274,-31907.769,-23482.749,7863.592,-16.334,0.0,7847.258,118850.872,60697.979,7220.431,46445.377,233214.659,-43700.956,-183548.875,-5964.828,-233214.659,GBP,1000,51.94,38.22,90.16,16.58,83.42,12.8,12.77,3.36,26.03,298.76,Small (50-200m)
2786,2019,Asta (Everest),145803.828,-17121.344,128682.484,120604.156,0.0,869.845,-50144.151,-69421.916,14812.284,12717.697,-92036.086,-53588.688,-24150.773,2027.277,0.0,-22123.496,28620.242,40977.692,5684.605,183405.689,258688.228,-65080.31,-189719.393,-3888.525,-258688.228,GBP,1000,76.31,44.43,120.75,11.74,88.26,-20.02,-18.34,-8.55,15.84,157.31,Small (50-200m)
