syndicate,year,managing_agent,gross_written_premium,outward_reinsurance_premium,net_written_premium,net_earned_premium,other_technical_income,technical_investment_income,gross_claims_paid,gross_change_in_provision_for_claims,ri_share_claims_paid,ri_share_change_in_provision_for_claims,net_claims_incrred,operating_expenses,balance_on_technical_account,profit_loss_on_exchange,other_non_technical_income,result_before_tax,financial_investments,ri_assets,unearned_premium,other_assets,total_assets,provisions_for_unearned_premium,claims_outstanding,other_liabilities,total_liabilities,currency,unit,net_loss_ratio,expense_ratio,combined_ratio,ri_cession_rate,net_retention_rate,technical_account_margin,pretax_margin,roa,ri_to_total_assets,reserve_ratio,gwp_size_bucket
4747,2022,Asta (Carbon),44780.594,-22969.436,21811.158,18025.683,0.0,45.334,-3956.764,-13633.469,1460.997,5752.515,-10376.721,-13053.861,-5359.565,696.214,0.0,-4663.351,4181.722,8460.515,12544.01,31926.436,57112.683,-23584.391,-19626.094,-13902.198,-57112.683,GBP,1000,57.57,72.42,129.98,51.29,48.71,-29.73,-25.87,-8.17,14.81,108.88,Micro (<50m)
5000,2022,Travelers,398989.832,-88312.946,310676.886,287633.764,0.0,7318.29,-167587.82,-59501.997,28838.779,32423.52,-165827.518,-120034.511,9090.025,415.078,2771.433,12276.536,663848.665,124276.481,50400.304,236195.1,1074720.55,-246811.341,-625989.6,-201919.609,-1074720.55,GBP,1000,57.65,41.73,99.38,22.13,77.87,3.16,4.27,1.14,11.56,217.63,Mid (200-500m)
510,2022,Tokio Marine Kiln,1576119.347,-491407.916,1084711.431,1009744.526,0.0,-41055.624,-585412.759,-222261.779,273700.965,40452.822,-493520.751,-420822.928,54345.223,8119.208,-5616.778,56847.653,1093895.13,698478.251,196481.002,1500982.891,3489837.274,-782256.584,-2169760.885,-537819.805,-3489837.274,GBP,1000,48.88,41.68,90.55,31.18,68.82,5.38,5.63,1.63,20.01,214.88,XL (>1bn)
557,2022,Tokio Marine Kiln,24308.82,-7933.183,16375.637,17035.961,0.0,-878.908,-21782.935,-5996.94,2745.406,3823.43,-21211.039,-3649.639,-8703.625,-951.481,0.0,-9655.106,26417.198,7933.236,1154.645,7875.586,43380.665,-2873.106,-55357.848,14850.289,-43380.665,GBP,1000,124.51,21.42,145.93,32.63,67.37,-51.09,-56.67,-22.26,18.29,324.95,Micro (<50m)
5886,2022,Blenheim,386236.334,-88507.422,297728.912,272629.121,0.0,-986.045,-172131.985,-107867.72,28958.653,42270.239,-208770.813,-80293.605,-17421.342,3417.499,0.0,-14003.843,118665.769,119905.116,10399.908,279392.47,528363.263,-140893.656,-380805.288,-6664.319,-528363.263,GBP,1000,76.58,29.45,106.03,22.92,77.08,-6.39,-5.14,-2.65,22.69,139.68,Mid (200-500m)
609,2022,Atrium,926038.033,-113098.5,812939.533,750970.828,0.0,-32859.767,-261888.456,-301351.246,16236.057,151623.085,-395380.56,-276101.685,46628.816,875.72,0.0,47504.536,860177.558,254963.58,34972.146,597668.404,1747781.688,-406431.312,-1171380.739,-169969.637,-1747781.688,GBP,1000,52.65,36.77,89.42,12.21,87.79,6.21,6.33,2.72,14.59,155.98,Large (500m-1bn)
6103,2022,MAP,56581.491,0.0,56581.491,56250.02,0.0,-630.496,-32920.486,-28078.242,0.0,0.0,-60998.728,-3061.639,-8440.843,37.109,0.0,-8403.734,0.0,0.0,0.0,139356.241,139356.241,-4530.386,-59470.57,-75355.285,-139356.241,GBP,1000,108.44,5.44,113.89,-0.0,100.0,-15.01,-14.94,-6.03,0.0,105.73,Small (50-200m)
6117,2022,Ariel Re,58522.201,0.0,58522.201,68534.052,0.0,0.0,-27239.335,-32168.513,0.0,0.0,-59407.848,-11925.702,-2799.498,1845.404,0.0,-954.094,0.0,0.0,0.0,143477.622,143477.622,-28855.016,-144355.298,29732.692,-143477.622,GBP,1000,86.68,17.4,104.08,-0.0,100.0,-4.08,-1.39,-0.66,0.0,210.63,Small (50-200m)
6134,2022,Argenta,146411.131,0.0,146411.131,141917.691,0.0,66.615,-22082.249,-42051.585,0.0,0.0,-64133.834,-59919.747,17930.725,498.331,0.0,18429.056,4077.833,0.0,0.0,337213.897,341291.73,-70740.521,-245652.548,-24898.661,-341291.73,GBP,1000,45.19,42.22,87.41,-0.0,100.0,12.63,12.99,5.4,0.0,173.1,Small (50-200m)
727,2022,S.A. Meacock,122769.533,-1020.638,121748.895,118348.129,0.0,-8566.917,-54492.665,-18176.47,2618.23,6014.662,-64036.243,-38393.946,7351.023,1024.92,0.0,8375.943,298547.067,9170.434,60.216,67048.116,374825.833,-58037.381,-314670.752,-2117.7,-374825.833,GBP,1000,54.11,32.44,86.55,0.83,99.17,6.21,7.08,2.23,2.45,265.89,Small (50-200m)
1176,2023,Chaucer,36961.628,-672.843,36288.785,33894.009,0.0,3111.344,-135.919,-2884.149,0.0,126.382,-2893.686,-9798.595,24313.072,-239.597,0.0,24073.475,39922.319,505.855,229.342,51592.73165,92250.24765,-16844.768,-41425.768,-33979.71165,-92250.24765,GBP,1000,8.54,28.91,37.45,1.82,98.18,71.73,71.03,26.1,0.55,122.22,Micro (<50m)
1200,2023,Westfield,582433.499,-133597.992,448835.507,436992.175,0.0,12402.241,-172304.278,-94833.593,64179.643,-7765.138,-210723.366,-172900.389,65770.661,-3908.672,0.0,61861.989,328730.351,156322.783,37388.236,463857.721,986299.091,-288008.34,-533278.713,-165012.038,-986299.091,GBP,1000,48.22,39.57,87.79,22.94,77.06,15.05,14.16,6.27,15.85,122.03,Large (500m-1bn)
1218,2023,Newline,255477.2554,-44255.39,211221.8654,222982.26125,0.0,20963.18927,-79083.74189,-23483.30311,18240.85705,-21276.21484,-105602.40279,-86847.75978,51495.28795,-5847.91,48682.464,94329.84195,844651.189,211748.756,31965.632,244276.849,1332642.426,-118126.945,-779178.605,-435336.876,-1332642.426,GBP,1000,47.36,38.95,86.31,17.32,82.68,23.09,42.3,7.08,15.89,349.44,Mid (200-500m)
1221,2023,Hartford,414640.41367,-66299.82716,348340.58651,329982.4247,0.0,38784.07292,-150880.62306,-34086.07772,17697.36142,-16226.09078,-183495.43014,-107002.72731,78268.34017,2369.77257,2572.71972,83210.83246,727534.71619,237722.30635,33442.56361,296282.85397,1294982.44012,-225884.2905,-907952.73546,-161145.41416,-1294982.44012,GBP,1000,55.61,32.43,88.03,15.99,84.01,23.72,25.22,6.43,18.36,275.15,Mid (200-500m)
1225,2023,AEGIS,1039784.828,-213980.304,825804.524,786896.074,14297.28,62475.125,-363039.949,-80082.667,117138.579,-14426.946,-340410.983,-298516.326,224741.17,-11979.098,0.0,212762.072,1137672.333,430038.304,108503.64,600920.87663,2277135.15363,-563719.903,-1266831.131,-446584.11963,-2277135.15363,GBP,1000,43.26,37.94,81.2,20.58,79.42,28.56,27.04,9.34,18.89,160.99,XL (>1bn)
1254,2023,Polo,99356.278,-49080.842,50275.436,50386.917,0.0,6107.297,-25265.279,-56161.35,2306.511,32872.587,-46247.531,-208.916,10037.767,745.2,-2337.655,8445.312,115576.73,33962.666,0.0,22177.144,171716.54,-457.442,-111510.441,-59748.657,-171716.54,GBP,1000,91.78,0.41,92.2,49.4,50.6,19.92,16.76,4.92,19.78,221.31,Small (50-200m)
1347,2023,Polo,21797.74,0.0,21797.74,21797.74,0.0,5.372,-4437.905,-12423.057,0.0,0.0,-16860.962,-4605.342,336.808,-6.457,0.0,330.351,0.0,0.0,0.0,13087.408,13087.408,0.0,-12423.057,-664.351,-13087.408,GBP,1000,77.35,21.13,98.48,-0.0,100.0,1.55,1.52,2.52,0.0,56.99,Micro (<50m)
1414,2023,Ascot,1440915.463,-371972.803,1068942.66,1041875.978,0.0,71195.482,-512118.204,-157881.846,167342.452,-38525.746,-541183.344,-361551.133,210336.983,-8311.772,0.0,202025.211,1237573.765,408965.13,110012.568,709795.499,2466346.962,-561112.705,-1515659.787,-389574.47,-2466346.962,GBP,1000,51.94,34.7,86.65,25.82,74.18,20.19,19.39,8.19,16.58,145.47,XL (>1bn)
1492,2023,Probitas,288242.822,-57447.811,230795.011,204960.743,0.0,11951.984,-34012.509,-59372.668,10790.952,3226.672,-79367.553,-80558.607,56986.567,-3690.89,0.0,53295.677,253432.838,46881.364,24263.825,186551.329,511129.356,-130400.613,-240164.24,-140564.503,-511129.356,GBP,1000,38.72,39.3,78.03,19.93,80.07,27.8,26.0,10.43,9.17,117.18,Mid (200-500m)
1699,2023,Asta (Volante),141936.235,-19622.688,122313.547,78738.375,0.0,135.561,-6800.678,-43003.677,11.798,3560.589,-46231.968,-33771.559,-1129.591,325.105,0.0,-804.486,3000.032,4839.476,19572.021,122889.972,150301.501,-81673.718,-60866.841,-7760.942,-150301.501,GBP,1000,58.72,42.89,101.61,13.83,86.17,-1.43,-1.02,-0.54,3.22,77.3,Small (50-200m)
1856,2023,IQUW,736595.345,-148759.541,587835.804,510063.043,0.0,13956.508,-169270.775,-109562.964,30414.898,10096.005,-238322.836,-175082.551,110614.164,702.422,0.0,111316.586,383921.138,142992.815,30963.651,397334.913,955212.517,-296341.922,-472730.364,-186140.231,-955212.517,GBP,1000,46.72,34.33,81.05,20.2,79.8,21.69,21.82,11.65,14.97,92.68,Large (500m-1bn)
1880,2023,Tokio Marine Kiln,444138.818,-136706.588,307432.23,280679.31,0.0,14986.859,-187052.461,-3514.842,47413.749,17362.019,-125791.535,-114142.731,55731.903,-1298.98,4202.967,58635.89,250114.657,146194.645,53131.898,556979.219,1006420.419,-219741.356,-480668.325,-306010.738,-1006420.419,GBP,1000,44.82,40.67,85.48,30.78,69.22,19.86,20.89,5.83,14.53,171.25,Mid (200-500m)
1884,2023,Premia,59915.819,-3501.731,56414.088,65180.17,0.0,13792.022,-227846.809,136499.375,75797.291,-44793.043,-60343.186,-18464.983,164.023,-1608.505,0.0,-1444.482,245717.44,129535.774,0.0,105731.578,480984.792,-7254.228,-449382.625,-24347.939,-480984.792,GBP,1000,92.58,28.33,120.91,5.84,94.16,0.25,-2.22,-0.3,26.93,689.45,Small (50-200m)
1892,2023,Asta (MPS),20599.134,0.0,20599.134,20344.529,0.0,1513.256,-5884.984,-5537.594,0.0,0.0,-11422.578,-3107.033,7328.174,0.0,0.0,7328.174,0.0,0.0,0.0,50708.086,50708.086,-1890.427,-24170.401,-24647.258,-50708.086,GBP,1000,56.15,15.27,71.42,-0.0,100.0,36.02,36.02,14.45,0.0,118.81,Micro (<50m)
1902,2023,Asta (MCI SiaB),48614.288,-5918.118,42696.17,33357.141,0.0,436.083,-389.037,-17697.542,0.0,2068.801,-16017.778,-11865.855,5909.591,-507.546,0.0,5402.045,18577.977,2530.142,4941.545,27561.956,53611.62,-24482.02,-22206.116,-6923.484,-53611.62,GBP,1000,48.02,35.57,83.59,12.17,87.83,17.72,16.19,10.08,4.72,66.57,Micro (<50m)
1910,2023,Ariel Re,705123.692,-211965.331,493158.361,513373.501,0.0,15295.407,-235683.09,99228.851,96409.249,-63924.827,-103969.817,-140489.085,284210.006,1127.713,0.0,285337.719,418804.205,187135.628,68454.213,496624.775,1171018.821,-193696.428,-448100.227,-529222.166,-1171018.821,GBP,1000,20.25,27.37,47.62,30.06,69.94,55.36,55.58,24.37,15.98,87.29,Large (500m-1bn)
1945,2023,Sirius,159823.291,-119686.045,40137.246,19002.826,0.0,7249.141,-52234.341,-32573.333,20360.569,109843.242,45396.137,-37899.287,33748.817,-87.332,151.51558,33813.00058,193489.781,122171.812,6629.525,130281.541,452572.659,-76567.705,-220243.108,-155761.846,-452572.659,GBP,1000,-238.89,199.44,-39.45,74.89,25.11,177.6,177.94,7.47,26.99,1159.0,Small (50-200m)
1947,2023,Hamilton (GIC),117045.916,-22450.66,94595.256,104589.156,0.0,4278.524,-72439.341,4099.267,2556.484,-723.587,-66507.177,-30340.599,12019.904,-65.953,0.0,11953.951,91859.052,11489.183,744.443,108367.548,212460.226,-41818.447,-169217.736,-1424.043,-212460.226,GBP,1000,63.59,29.01,92.6,19.18,80.82,11.49,11.43,5.63,5.41,161.79,Small (50-200m)
1955,2023,Arch,588777.253,-167830.092,420947.161,404967.486,0.0,36723.467,-136089.378,-145473.596,46077.561,6131.355,-229354.058,-125509.786,86827.109,-621.358,0.0,86205.751,645118.081,345357.668,30145.231,297007.586,1317628.566,-216348.313,-912624.974,-188655.279,-1317628.566,GBP,1000,56.64,30.99,87.63,28.5,71.5,21.44,21.29,6.54,26.21,225.36,Large (500m-1bn)
1996,2023,Polo,2717.724,-1934.735,782.989,253.95,0.0,3.047,0.0,-142.518,0.0,46.068,-96.45,-1006.401,-845.854,-13.094,0.0,-858.948,0.0,44.98,1433.451,2313.43,3791.861,-1949.993,-139.151,-1702.717,-3791.861,GBP,1000,37.98,396.3,434.28,71.19,28.81,-333.08,-338.24,-22.65,1.19,54.79,Micro (<50m)
2001,2023,MS Amlin,1748662.042,-1268852.117,479809.925,324097.507,0.0,19686.471,-763979.153,1273049.542,184577.178,-319067.486,374580.081,-477570.149,240793.91,-2033.432,18005.954,256766.432,1186794.91,644648.615,22839.97,1614388.69,3468672.185,-986572.93,-1713327.399,-768771.856,-3468672.185,GBP,1000,-115.58,147.35,31.78,72.56,27.44,74.3,79.23,7.4,18.58,528.65,XL (>1bn)
2003,2023,AXA XL,1321025.165,-389263.59,931761.575,870342.304,0.0,78510.288,-975945.338,346565.278,439775.129,-269825.916,-459430.847,-326201.673,163220.072,31215.459,11272.981,205708.512,2564015.551,1984523.429,193811.411,1677354.056,6419704.447,-746720.5,-3991067.27,-1681916.677,-6419704.447,GBP,1000,52.79,37.48,90.27,29.47,70.53,18.75,23.64,3.2,30.91,458.56,XL (>1bn)
2008,2023,Enstar,447436.412,-141748.206,305688.206,307681.36,12287.95,41323.093,-417270.07,-205708.082,174031.479,68239.675,-380706.998,113.367,-19301.228,527.825,-1384.833,-20158.236,1043366.301,600627.053,5503.963,134401.801,1783899.118,-10798.935,-1361563.776,-411536.407,-1783899.118,GBP,1000,123.73,-0.04,123.7,31.68,68.32,-6.27,-6.55,-1.13,33.67,442.52,Mid (200-500m)
2012,2023,Arch,556301.974,-131756.839,424545.135,380074.717,0.0,25861.635,-153243.027,-138848.282,44674.124,38648.565,-208768.62,-143108.402,54059.33,-7373.398,0.0,46685.932,474419.185,219709.408,70209.749,336113.924,1100452.266,-254716.556,-697927.16,-147808.55,-1100452.266,GBP,1000,54.93,37.65,92.58,23.68,76.32,14.22,12.28,4.24,19.97,183.63,Large (500m-1bn)
2015,2023,SCOR,325719.788,-63048.204,262671.584,267467.504,0.0,11572.734,-111051.628,-54860.521,20981.995,18601.565,-126328.589,-117716.682,34994.967,-2394.914,0.0,32600.053,240537.835,102540.901,61093.921,239134.811,643307.468,-238728.31,-288883.88,-115695.278,-643307.468,GBP,1000,47.23,44.01,91.24,19.36,80.64,13.08,12.19,5.07,15.94,108.01,Mid (200-500m)
2121,2023,Argenta,837806.75,-262220.4,575586.35,528476.608,0.0,39411.153,-270765.124,-70551.207,85553.513,4361.16,-251401.658,-211446.192,105039.911,-4862.154,0.0,100177.757,834035.536,376707.281,102660.474,601666.051,1915069.342,-384993.743,-991495.472,-538580.127,-1915069.342,GBP,1000,47.57,40.01,87.58,31.3,68.7,19.88,18.96,5.23,19.67,187.61,Large (500m-1bn)
218,2023,IQUW,412567.619,-63037.616,349530.003,330875.938,0.0,25886.701,-251690.506,18381.743,24582.896,-29994.528,-238720.395,-109584.046,8458.198,-93.892,0.0,8364.306,424615.281,267856.147,34840.907,217259.883,944572.218,-212258.012,-649253.313,-83060.893,-944572.218,GBP,1000,72.15,33.12,105.27,15.28,84.72,2.56,2.53,0.89,28.36,196.22,Mid (200-500m)
2232,2023,Allied World,416751.372,-156813.485,259937.887,238909.088,0.0,20905.51,-113426.93,-108541.778,41350.063,48096.688,-132521.957,-72474.65,54817.991,-1465.239,0.0,53352.752,437587.869,256558.314,94734.771,304522.68,1093403.634,-220422.146,-624405.068,-248576.42,-1093403.634,GBP,1000,55.47,30.34,85.81,37.63,62.37,22.95,22.33,4.88,23.46,261.36,Mid (200-500m)
2488,2023,Chubb,694184.517,-98856.598,595327.919,563956.821,0.0,61273.752,-289265.13,19282.888,82816.317,-70929.496,-258095.421,-187092.085,180043.067,1732.491,52194.744,233970.302,1799624.56279,233001.472,48597.97,455236.30637,2536460.31116,-319594.084,-1109398.337,-1107467.89016,-2536460.31116,GBP,1000,45.77,33.17,78.94,14.24,85.76,31.92,41.49,9.22,9.19,196.72,Large (500m-1bn)
2525,2023,Asta (Ive),133058.589,-24631.022,108427.567,103207.203,0.0,9689.946,-39940.514,-8588.924,9500.574,3919.301,-35109.563,-42367.694,35419.892,-2913.349,0.0,32506.543,201382.103,90113.591,13013.153,97241.377,401750.224,-69735.1,-268558.586,-63456.538,-401750.224,GBP,1000,34.02,41.05,75.07,18.51,81.49,34.32,31.5,8.09,22.43,260.21,Small (50-200m)
2786,2023,Asta (Everest),250900.478,-23788.949,227111.529,201446.52,0.0,10633.917,-70924.81,-43807.713,9059.064,-5326.945,-111000.404,-81904.011,19176.022,-1550.615,0.0,17625.407,275995.878,32791.546,13280.091,323741.727,645809.242,-131972.826,-396431.356,-117405.06,-645809.242,GBP,1000,55.1,40.66,95.76,9.48,90.52,9.52,8.75,2.73,5.08,196.79,Mid (200-500m)
2791,2023,MAP,678436.001,-145678.976,532757.025,494419.783,0.0,25932.393,-252840.894,21819.607,83162.777,-61614.273,-209472.783,-168772.694,142106.699,-471.214,0.0,141635.485,618254.774,79540.352,34002.664,377274.162,1109071.952,-192772.214,-545891.11,-370408.628,-1109071.952,GBP,1000,42.37,34.14,76.5,21.47,78.53,28.74,28.65,12.77,7.17,110.41,Large (500m-1bn)
2988,2023,Brit,211167.2474998,-9202.9669165,201964.2805833,216799.062205,0.0,14327.8110949,-88755.3303554,-41988.9790247,2612.73549,-535.5158751,-128667.0897652,-55159.7638627,47300.019672,-1566.7676789,0.0,45733.2519931,311091.0768943,14476.221,3880.045,154071.6532102,483518.9961045,-97300.15327,-347899.27135,-38319.5714845,-483518.9961045,GBP,1000,59.35,25.44,84.79,4.36,95.64,21.82,21.09,9.46,2.99,160.47,Mid (200-500m)
2999,2023,QBE,2224943.808,-603164.749,1621779.059,1434573.019,0.0,100909.582,-947765.67,-13512.206,341383.828,-18348.454,-638242.502,-491615.09,405625.009,31385.948,0.0,437010.957,2045653.916,943012.674,121598.304,1869677.434,4979942.328,-1165049.086,-3154494.582,-660398.66,-4979942.328,GBP,1000,44.49,34.27,78.76,27.11,72.89,28.27,30.46,8.78,18.94,219.89,XL (>1bn)
3000,2023,Markel,701536.248,-221892.289,479643.959,452627.311,0.0,43321.214,-325790.252,36863.746,48727.281,59085.508,-181113.717,-218977.345,95857.463,-6385.034,0.0,89472.429,925839.982,303536.09,31283.748,448922.491,1709582.311,-260594.314,-1223109.853,-225878.144,-1709582.311,GBP,1000,40.01,48.38,88.39,31.63,68.37,21.18,19.77,5.23,17.75,270.22,Large (500m-1bn)
3002,2023,AXA XL,29889.976,-811.488,29078.488,27435.708,0.0,1072.928,-24735.395,8540.263,-2003.219,2748.917,-15449.434,-6754.145,6305.057,442.99,0.0,6748.047,17930.648,3322.611,781.719,32132.807,54167.785,-15177.084,-25699.261,-13291.44,-54167.785,GBP,1000,56.31,24.62,80.93,2.71,97.29,22.98,24.6,12.46,6.13,93.67,Micro (<50m)
318,2023,Cincinnati Global,289788.93605,-48989.0811,240799.85495,228607.36212,0.0,12726.17331,-120308.85507,39441.13595,26951.04192,-35892.79125,-89809.46845,-83706.35195,67817.71503,-1439.88574,0.0,66377.82929,281805.16731,44186.18789,8303.84819,113381.31523,447676.51862,-116816.3705,-217138.1157,-113722.03242,-447676.51862,GBP,1000,39.29,36.62,75.9,16.91,83.09,29.67,29.04,14.83,9.87,94.98,Mid (200-500m)
3622,2023,Beazley,29857.71581,-6579.94136,23277.77445,22916.72831,0.0,350.84535,-15024.56484,-3285.21274,5443.09671,1704.84846,-11161.83241,-11162.62695,943.1143,167.7393,13.21397,1124.06757,3714.06728,3568.47776,2478.373,36234.47518,45995.39322,-13575.10918,-19767.6315,-12652.65254,-45995.39322,GBP,1000,48.71,48.71,97.42,22.04,77.96,4.12,4.91,2.44,7.76,86.26,Micro (<50m)
382,2023,Hardy,364447.34,-67761.316,296686.024,275186.26,0.0,28686.038,-153500.376,-32421.173,38942.141,-7330.264,-154309.672,-74626.112,74936.514,-5081.925,1253.711,71108.3,481457.975,153010.124,24443.735,279971.466,938883.3,-189021.604,-641905.992,-107955.704,-938883.3,GBP,1000,56.07,27.12,83.19,18.59,81.41,27.23,25.84,7.57,16.3,233.26,Mid (200-500m)
386,2023,QBE,415222.159,-181727.451,233494.708,261656.829,0.0,65122.878,-239506.46,-39634.512,83650.97,62245.93,-133244.072,-128089.087,65446.548,9672.913,0.0,75119.461,1028006.42788,323474.841,22051.873,437153.80805,1810686.94993,-201332.913,-1360041.056,-249312.98093,-1810686.94993,GBP,1000,50.92,48.95,99.88,43.77,56.23,25.01,28.71,4.15,17.86,519.78,Mid (200-500m)
3902,2023,Ark,205122.111,-39755.535,165366.576,152620.359,0.0,4877.726,-45487.546,-29425.152,12900.013,-12190.791,-74203.476,-61370.409,21924.2,-930.982,0.0,20993.218,170450.939,53495.285,8154.354,114541.995,346642.573,-102641.444,-185239.696,-58761.433,-346642.573,GBP,1000,48.62,40.21,88.83,19.38,80.62,14.37,13.76,6.06,15.43,121.37,Mid (200-500m)
4000,2023,Hamilton,545433.665,-213657.988,331775.677,298379.614,0.0,25279.804,-172435.716,-77443.583,76613.282,19643.02,-153622.997,-118319.281,51717.14,-1150.702,0.0,50566.438,499473.96,343996.646,111206.515,435198.169,1389875.29,-283966.562,-786360.519,-319548.209,-1389875.29,GBP,1000,51.49,39.65,91.14,39.17,60.83,17.33,16.95,3.64,24.75,263.54,Large (500m-1bn)
4020,2023,Ark,622663.749,-90655.195,532008.554,484711.726,0.0,37467.821,-221433.355,13676.207,41169.112,-26493.875,-193081.911,-193526.397,135571.239,-921.257,0.0,134649.982,631989.105,76273.408,15777.506,292550.733,1016590.752,-284564.21,-519842.253,-212184.289,-1016590.752,GBP,1000,39.83,39.93,79.76,14.56,85.44,27.97,27.78,13.25,7.5,107.25,Large (500m-1bn)
4141,2023,HCC,239298.734,-47116.24,192182.494,189265.668,0.0,11321.129,-98755.928,16513.048,27134.954,-16048.642,-71156.568,-88869.9,40560.329,-1339.641,0.0,39220.688,245262.181,89674.225,17163.032,99111.956,451211.394,-84204.755,-220170.04,-146836.599,-451211.394,GBP,1000,37.6,46.96,84.55,19.69,80.31,21.43,20.72,8.69,19.87,116.33,Mid (200-500m)
435,2023,Faraday,661922.849,-72837.096,589085.753,591221.853,0.0,44738.026,-311493.438,-33853.19,27283.577,-17274.106,-335337.157,-166039.522,134583.2,-28.981,0.0,134554.219,1172604.168,194798.034,18413.404,311464.115,1697279.721,-233518.596,-1318653.426,-145107.699,-1697279.721,GBP,1000,56.72,28.08,84.8,11.0,89.0,22.76,22.76,7.93,11.48,223.04,Large (500m-1bn)
4444,2023,Canopius,2044451.745,-602690.488,1441761.257,1290309.028,0.0,85100.298,-866802.364,68650.777,295578.024,-114578.452,-617152.015,-508651.23942,249606.07158,-1467.643,-2761.354,245377.07458,1590498.085,1063525.903,301234.427,1719323.558,4674581.973,-1185931.358,-2499144.883,-989505.732,-4674581.973,GBP,1000,47.83,39.42,87.25,29.48,70.52,19.34,19.02,5.25,22.75,193.69,XL (>1bn)
4472,2023,Liberty,1696504.137,-338603.543,1357900.594,1315701.038,0.0,129728.003,-990692.572,-164805.776,326073.164,-131795.368,-961220.552,-442544.585,41663.904,19822.869,60850.005,122336.778,3216440.73,1313107.305,178083.376,1286780.509,5994411.92,-799638.846,-3854350.795,-1340422.279,-5994411.92,GBP,1000,73.06,33.64,106.69,19.96,80.04,3.17,9.3,2.04,21.91,292.95,XL (>1bn)
457,2023,Munich Re,1212592.51774,-138268.32941,1074324.18833,985496.4334,1203.73409,47968.18696,-411402.28536,-87386.23093,87302.76694,-81198.06474,-492683.81409,-341218.08242,200766.45794,-5689.54911,9858.08551,204934.99434,1311954.96179,274195.00449,42906.37045,927077.10724,2556133.44397,-659099.9341,-1251226.22068,-645807.28919,-2556133.44397,GBP,1000,49.99,34.62,84.62,11.4,88.6,20.37,20.8,8.02,10.73,126.96,XL (>1bn)
4711,2023,Aspen,806288.107,-459472.733,346815.374,335263.58,0.0,19670.493,-270034.766,-222146.89,143936.176,137992.567,-210252.913,-80566.667,64114.493,-3020.967,0.0,61093.526,277967.577,933103.027,276570.062,847660.926,2335301.592,-488372.791,-1429236.115,-417692.686,-2335301.592,GBP,1000,62.71,24.03,86.74,56.99,43.01,19.12,18.22,2.62,39.96,426.3,Large (500m-1bn)
4747,2023,Asta (Carbon),92086.806,-45574.918,46511.888,32289.999,0.0,465.286,-10258.714,-19804.109,4114.837,9143.425,-16804.561,-20924.364,-4973.64,81.501,0.0,-4892.139,14120.435,17483.119,27928.096,62155.555,121687.205,-53283.089,-38859.916,-29544.2,-121687.205,GBP,1000,52.04,64.8,116.84,49.49,50.51,-15.4,-15.15,-4.02,14.37,120.35,Small (50-200m)
5000,2023,Travelers,433369.774,-77860.117,355509.657,331719.557,0.0,11546.669,-216475.683,14553.111,66810.28,-28557.229,-163669.521,-139650.25,39946.455,-1671.349,2854.319,41129.425,706235.044,90326.208,50020.1,246740.209,1093321.561,-262589.113,-587305.284,-243427.164,-1093321.561,GBP,1000,49.34,42.1,91.44,17.97,82.03,12.04,12.4,3.76,8.26,177.05,Mid (200-500m)
510,2023,Tokio Marine Kiln,1792769.431,-542617.554,1250151.877,1142196.152,0.0,74219.239,-746575.161,-85650.12,226993.931,65531.077,-539700.273,-447736.412,228978.706,-7262.704,8030.452,229746.454,1210411.673,732409.165,212533.141,1534175.745,3689529.724,-879854.711,-2163618.387,-646056.626,-3689529.724,GBP,1000,47.25,39.2,86.45,30.27,69.73,20.05,20.11,6.23,19.85,189.43,XL (>1bn)
5886,2023,Blenheim,392180.119,-86938.761,305241.358,301254.205,0.0,8294.854,-180544.184,39186.28,33215.817,-34211.008,-142353.095,-92461.877,74734.087,-453.235,0.0,74280.852,170928.106,81701.005,15178.157,277768.148,545575.416,-144163.225,-326036.461,-75375.73,-545575.416,GBP,1000,47.25,30.69,77.95,22.17,77.83,24.81,24.66,13.62,14.98,108.23,Mid (200-500m)
609,2023,Atrium,971621.538,-134626.818,836994.72,804831.619,0.0,56532.817,-370511.493,-165398.437,49284.698,39151.294,-447473.938,-331286.273,82604.225,-544.842,0.0,82059.383,1023278.512,281386.637,30968.879,607277.364,1942911.392,-419761.602,-1285323.678,-237826.112,-1942911.392,GBP,1000,55.6,41.16,96.76,13.86,86.14,10.26,10.2,4.22,14.48,159.7,Large (500m-1bn)
6103,2023,MAP,61887.809,-419.153,61468.656,60958.668,0.0,1747.694,-34110.647,14454.157,0.0,0.0,-19656.49,-7954.868,35095.004,-30.371,0.0,35064.633,0.0,0.0,0.0,158146.144,158146.144,-4778.869,-35076.951,-118290.324,-158146.144,GBP,1000,32.25,13.05,45.3,0.68,99.32,57.57,57.52,22.17,0.0,57.54,Small (50-200m)
6117,2023,Ariel Re,53947.601,0.0,53947.601,63990.809,0.0,675.028,-32462.088,18307.612,0.0,0.0,-14154.476,-8233.714,42277.647,110.86,0.0,42388.507,0.0,0.0,0.0,109895.87,109895.87,-15837.415,-60337.498,-33720.957,-109895.87,GBP,1000,22.12,12.87,34.99,-0.0,100.0,66.07,66.24,38.57,0.0,94.29,Small (50-200m)
